"unitid","school_name","address","state","A01"
220473,"Johnson University","7900 Johnson Dr, Knoxville, Tennessee","Tennessee",133384991
220516,"King University","1350 King College Road, Bristol, Tennessee","Tennessee",43848597
220598,"Lane College","545 Lane Ave, Jackson, Tennessee","Tennessee",5355885
220604,"Le Moyne-Owen College","807 Walker Ave, Memphis, Tennessee","Tennessee",12457601
220613,"Lee University","1120 N Ocoee St, Cleveland, Tennessee","Tennessee",22766575
220631,"Lincoln Memorial University","6965 Cumberland Gap Parkway, Harrogate, Tennessee","Tennessee",69372265
220701,"The University of Tennessee Southern","433 West Madison Street, Pulaski, Tennessee","Tennessee",13745079
220710,"Maryville College","502 E Lamar Alexander Pkwy, Maryville, Tennessee","Tennessee",87830914
220792,"Meharry Medical College","1005 DB Todd Blvd., Nashville, Tennessee","Tennessee",183589420
220808,NA,NA,NA,0
220871,"Memphis Theological Seminary","168 East Parkway South, Memphis, Tennessee","Tennessee",11481754
220996,"Middle Tennessee School of Anesthesia Inc","315 Hospital Drive, Madison, Tennessee","Tennessee",4254016
221351,"Rhodes College","2000 North Parkway, Memphis, Tennessee","Tennessee",383393450
221519,"The University of the South","735 University Avenue, Sewanee, Tennessee","Tennessee",429353698
221661,"Southern Adventist University","4881 Taylor Cir, Collegedale, Tennessee","Tennessee",64150119
221670,"Southern College of Optometry","1245 Madison Ave, Memphis, Tennessee","Tennessee",57262099
221731,"Tennessee Wesleyan University","204 East College Street, Athens, Tennessee","Tennessee",12725619
221892,"Trevecca Nazarene University","333 Murfreesboro Rd, Nashville, Tennessee","Tennessee",43926006
221953,"Tusculum University","60 Shiloh Road, Greeneville, Tennessee","Tennessee",25606491
221971,"Union University","1050 Union University Dr, Jackson, Tennessee","Tennessee",47261850
221999,"Vanderbilt University","2101 West End Avenue, Nashville, Tennessee","Tennessee",6923998805
222105,"William R Moore College of Technology","1200 Poplar  Ave, Memphis, Tennessee","Tennessee",7380272
222178,"Abilene Christian University",", Abilene, Texas","Texas",493506408
222628,"Amberton University","1700 Eastgate Dr, Garland, Texas","Texas",44044881
222877,"Arlington Baptist University","3001 W Division, Arlington, Texas","Texas",251677
222983,"Austin College","900 N Grand Ave, Sherman, Texas","Texas",146659064
223001,"Austin Presbyterian Theological Seminary","100 E 27th St, Austin, Texas","Texas",127055384
223117,"Baptist Missionary Association Theological Seminary","1530 E Pine St, Jacksonville, Texas","Texas",1317817
223223,"Baylor College of Medicine","One Baylor Plaza, Houston, Texas","Texas",1699712007
223232,"Baylor University",", Waco, Texas","Texas",1371999000
223463,"Remington College-Dallas Campus","9451 LYNDON B JOHNSON FWY, Dallas, Texas","Texas",0
224004,"Concordia University Texas","11400 Concordia University Drive, Austin, Texas","Texas",22620819
224226,"Dallas Baptist University","3000 Mountain Creek Parkway, Dallas, Texas","Texas",56347142
224244,"Dallas Christian College","2700 Christian Pkwy., Dallas, Texas","Texas",331659
224271,"Dallas Institute of Funeral Service","3909 S Buckner Blvd, Dallas, Texas","Texas",0
224305,"Dallas Theological Seminary","3909 Swiss Ave, Dallas, Texas","Texas",91699668
224323,"University of Dallas","1845 E Northgate Drive, Irving, Texas","Texas",84607000
224527,"East Texas Baptist University","One Tiger Drive, Marshall, Texas","Texas",69726510
224712,"Episcopal Theological Seminary of the Southwest","501 E. 32nd St., Austin, Texas","Texas",42067095
225201,"Hallmark University","9855 Westover Hills Blvd, San Antonio, Texas","Texas",0
225247,"Hardin-Simmons University","2200 Hickory, Abilene, Texas","Texas",196834420
225399,"Houston Christian University","7502 Fondren Rd, Houston, Texas","Texas",85962993
225548,"Howard Payne University","1000 Fisk St., Brownwood, Texas","Texas",63736328
225575,"Huston-Tillotson University","900 Chicon St, Austin, Texas","Texas",12427393
225627,"University of the Incarnate Word","4301 Broadway, San Antonio, Texas","Texas",109273496
225876,"Jacksonville College-Main Campus","105 B J Albritton Dr, Jacksonville, Texas","Texas",1232372
225885,"Jarvis Christian University","PR 7631, Hwy 80 E, Hawkins, Texas","Texas",19500399
226231,"LeTourneau University","2100 S Mobberly Ave, Longview, Texas","Texas",37581265
226383,"Lubbock Christian University","5601 19th Street, Lubbock, Texas","Texas",29444649
226471,"University of Mary Hardin-Baylor","900 College St, Belton, Texas","Texas",121335221
226587,"McMurry University","S 14th and Sayles Blvd, Abilene, Texas","Texas",90285151
226675,"Covenant School of Nursing and Allied Health","1919 Frankford Ave., Lubbock, Texas","Texas",NA
227289,"Oblate School of Theology","285 Oblate Dr, San Antonio, Texas","Texas",29622602
227331,"Our Lady of the Lake University","411 SW 24th St., San Antonio, Texas","Texas",29378161
227429,"Paul Quinn College","3837 Simpson Stuart Rd, Dallas, Texas","Texas",3060872
227757,"Rice University","6100 S Main St, Houston, Texas","Texas",7078812000
227845,"Saint Edward's University","3001 S Congress Ave, Austin, Texas","Texas",113830093
227863,"University of St Thomas","3800 Montrose Blvd, Houston, Texas","Texas",108780785
228042,"Schreiner University","2100 Memorial Blvd, Kerrville, Texas","Texas",53013089
228149,"St. Mary's University","One Camino Santa Maria, San Antonio, Texas","Texas",183274000
228194,"South Texas College of Law Houston","1303 San Jacinto Street, Houston, Texas","Texas",50263364
228246,"Southern Methodist University","6425 Boaz St, Dallas, Texas","Texas",1705663000
228325,"Southwestern Assemblies of God University","1200 Sycamore, Waxahachie, Texas","Texas",10134385
228343,"Southwestern University","1001 E. University Avenue, Georgetown, Texas","Texas",296183512
228468,"Southwestern Adventist University","100 W Hillcrest, Keene, Texas","Texas",20615203
228486,"Southwestern Christian College","200 Bowser Circle, Terrell, Texas","Texas",35959
228866,"Texas Chiropractic College Foundation Inc","5912 Spencer Hwy, Pasadena, Texas","Texas",3430928
228875,"Texas Christian University","2800 S University Dr, Fort Worth, Texas","Texas",1849263000
228884,"Texas College","2404 N. Grand Avenue, Tyler, Texas","Texas",3404651
228981,"Texas Lutheran University","1000 W. Court St, Seguin, Texas","Texas",96137127
229160,"Texas Wesleyan University","1201 Wesleyan St, Fort Worth, Texas","Texas",49473200
229267,"Trinity University","One Trinity Place, San Antonio, Texas","Texas",1356300819
229780,"Wayland Baptist University","1900 W. 7th Street, Plainview, Texas","Texas",85119194
229887,"Wiley University","711 Wiley Ave, Marshall, Texas","Texas",252817
230038,"Brigham Young University","Main Campus, Provo, Utah","Utah",2968189938
230047,"Brigham Young University-Hawaii","55-220 Kulanui Street, Laie, Hawaii","Hawaii",245578000
230418,"Ensign College","95 North 300 West, Salt Lake City, Utah","Utah",34248000
230621,NA,NA,NA,0
230630,NA,NA,NA,0
230807,"Westminster University","1840 South 1300 East, Salt Lake City, Utah","Utah",92930542
230816,"Bennington College","One College Drive, Bennington, Vermont","Vermont",28283160
230852,"Champlain College","163 S Willard St, Burlington, Vermont","Vermont",56486589
230889,"Goddard College","123 Pitkin Road, Plainfield, Vermont","Vermont",1371559
230940,NA,NA,NA,33739444
230959,"Middlebury College","Old Chapel, Middlebury, Vermont","Vermont",1263253000
230995,"Norwich University","158 Harmon Drive, Northfield, Vermont","Vermont",214229000
231059,"Saint Michael's College","One Winooski Park, Colchester, Vermont","Vermont",89917545
231068,"SIT Graduate Institute","1 Kipling Rd, Brattleboro, Vermont","Vermont",48090451
231095,"Sterling College","16 Sterling Drive, Craftsbury Common, Vermont","Vermont",1040296
231147,"Vermont Law and Graduate School","164 Chelsea Street, South Royalton, Vermont","Vermont",8527319
231420,"Averett University","420 W Main St, Danville, Virginia","Virginia",22917132
231554,"Bluefield University","3000 College Avenue, Bluefield, Virginia","Virginia",6358954
231581,"Bridgewater College","402 E College St, Bridgewater, Virginia","Virginia",109977370
231651,"Regent University","1000 Regent University Dr, Virginia Beach, Virginia","Virginia",85981000
231837,NA,NA,NA,32976977
231970,"Eastern Virginia Medical School","735 Fairfax Avenue, Norfolk, Virginia","Virginia",144145111
232025,"Emory & Henry University","30461 Garnand Drive, Emory, Virginia","Virginia",91822745
232043,"Eastern Mennonite University","1200 Park Rd, Harrisonburg, Virginia","Virginia",36983927
232089,"Ferrum College","215 Ferrum Mountain Road, Ferrum, Virginia","Virginia",40319151
232256,"Hampden-Sydney College","College Road, Hampden-Sydney, Virginia","Virginia",204670999
232265,"Hampton University","200 William R. Harvey Way, Hampton, Virginia","Virginia",302937073
232308,"Hollins University","7916 Williamson Rd NW, Roanoke, Virginia","Virginia",182772724
232557,"Liberty University","1971 University Blvd, Lynchburg, Virginia","Virginia",1435245075
232609,"University of Lynchburg","1501 Lakeside Dr, Lynchburg, Virginia","Virginia",117118558
232618,"Centra College","905 Lakeside Dr., Suite A, Lynchburg, Virginia","Virginia",NA
232672,"Mary Baldwin University","318 Prospect Street, Staunton, Virginia","Virginia",29608003
232706,"Marymount University","2807 N Glebe Rd, Arlington, Virginia","Virginia",47596639
232885,"Sentara College of Health Sciences","1441 Crossways Blvd, Suite 105, Chesapeake, Virginia","Virginia",1433216
233295,"Randolph-Macon College","204 Henry St, Ashland, Virginia","Virginia",168428027
233301,"Randolph College","2500 Rivermont Ave, Lynchburg, Virginia","Virginia",169031020
233356,"Bon Secours Memorial College of Nursing","8550 Magellan Parkway Suite 1100, Richmond, Virginia","Virginia",NA
233374,"University of Richmond","410 Westhampton Way, University of Richmond, Virginia","Virginia",2590869000
233408,"Riverside College of Health Careers","316 Main Street, Newport News, Virginia","Virginia",0
233426,"Roanoke College","221 College Lane, Salem, Virginia","Virginia",129263591
233480,"Bon Secours St Mary's Hospital School of Medical Imaging","8550 Magellan Pkwy Ste 700, Richmond, Virginia","Virginia",NA
233541,"Shenandoah University","1460 University Dr, Winchester, Virginia","Virginia",72317573
233602,"Southeastern Free Will Baptist Bible College","532 Eagle Rock Road, Wendell, North Carolina","North Carolina",0
233611,"Southern Virginia University","1 University Hill Drive, Buena Vista, Virginia","Virginia",1496300
233718,"Sweet Briar College","134 Chapel Drive, Sweet Briar, Virginia","Virginia",70206487
233842,"Union Presbyterian Seminary","3401 Brook Rd, Richmond, Virginia","Virginia",150943962
234137,"Virginia University of Lynchburg","2058 Garfield Ave, Lynchburg, Virginia","Virginia",186304
234164,"Virginia Union University","1500 N Lombardy St, Richmond, Virginia","Virginia",33432178
234173,"Virginia Wesleyan University","5817 Wesleyan Drive, Virginia Beach, Virginia","Virginia",64696925
234207,"Washington and Lee University","204 West Washington Street, Lexington, Virginia","Virginia",1214204000
234915,"City University of Seattle","521 Wall Street, Suite 100, Seattle, Washington","Washington",9817288
235024,"Cornish College of the Arts","1000 Lenora Street, Seattle, Washington","Washington",19902640
235316,"Gonzaga University","E 502 Boone Ave, Spokane, Washington","Washington",309292000
235422,"Heritage University","3240 Fort Rd, Toppenish, Washington","Washington",25837438
235547,"Bastyr University","14500 Juanita Drive NE, Kenmore, Washington","Washington",4118245
236133,"Northwest University","5520 108th Ave NE, Kirkland, Washington","Washington",18019000
236212,"Perry Technical Institute","2011 W Washington Ave., Yakima, Washington","Washington",0
236230,"Pacific Lutheran University","12180 Park Ave South, Tacoma, Washington","Washington",104704000
236328,"University of Puget Sound","1500 N. Warner Street, Tacoma, Washington","Washington",383120000
236452,"Saint Martin's University","5000 Abbey Way SE, Lacey, Washington","Washington",22867093
236577,"Seattle Pacific University","3307 3rd Ave W, Seattle, Washington","Washington",187320000
236595,"Seattle University","900 Broadway, Seattle, Washington","Washington",239592591
236896,"Walla Walla University","204 S College Ave, College Place, Washington","Washington",37283237
237057,"Whitman College","345 Boyer Ave, Walla Walla, Washington","Washington",613534906
237066,"Whitworth University","300 W Hawthorne Rd, Spokane, Washington","Washington",177722775
237118,"Alderson Broaddus University","101 College Hill Drive, Philippi, West Virginia","West Virginia",1102050
237136,"Appalachian Bible College","161 College Drive, Mount Hope, West Virginia","West Virginia",24563
237145,"B M Spurr School of Practical Nursing","800 Wheeling Ave, Glen Dale, West Virginia","West Virginia",NA
237181,"Bethany College","31 E Campus Dr, Bethany, West Virginia","West Virginia",40420014
237312,"University of Charleston","2300 MacCorkle Avenue,  SE, Charleston, West Virginia","West Virginia",44741573
237358,"Davis & Elkins College","100 Campus Dr, Elkins, West Virginia","West Virginia",41661692
237640,NA,NA,NA,1307659
237905,"West Virginia University Hospital Departments of Rad Tech and Nutrition","Medical Ctr Dr, Morgantown, West Virginia","West Virginia",NA
237969,"West Virginia Wesleyan College","59 College Ave, Buckhannon, West Virginia","West Virginia",47858085
238078,"Wheeling University","316 Washington Ave, Wheeling, West Virginia","West Virginia",6709534
238096,"Wood County Technical Center-Practical Nursing","1515 Blizzard Drive, Parkersburg, West Virginia","West Virginia",NA
238193,"Alverno College","3400 S 43rd  St, Milwaukee, Wisconsin","Wisconsin",45413681
238324,"Bellin College","3201 Eaton Road, Green Bay, Wisconsin","Wisconsin",13655378
238333,"Beloit College","700 College St, Beloit, Wisconsin","Wisconsin",76465966
238430,"Cardinal Stritch University","6801 N Yates Rd, Milwaukee, Wisconsin","Wisconsin",15031285
238458,"Carroll University","100 N East Ave, Waukesha, Wisconsin","Wisconsin",97407338
238476,"Carthage College","2001 Alford Park Dr, Kenosha, Wisconsin","Wisconsin",121476201
238573,NA,NA,NA,1
238616,"Concordia University-Wisconsin","12800 N Lake Shore Dr, Mequon, Wisconsin","Wisconsin",88859241
238661,"Edgewood College","1000 Edgewood College Drive, Madison, Wisconsin","Wisconsin",46501365
238980,"Lakeland University","W3718 South Drive, Plymouth, Wisconsin","Wisconsin",28043604
239017,"Lawrence University","College Ave, Appleton, Wisconsin","Wisconsin",358009515
239071,"Maranatha Baptist University","745 West Main Street, Watertown, Wisconsin","Wisconsin",153118
239080,"Marian University","45 S National Ave, Fond Du Lac, Wisconsin","Wisconsin",13391276
239105,"Marquette University","1250 W Wisconsin Avenue, Milwaukee, Wisconsin","Wisconsin",733108000
239169,"Medical College of Wisconsin","8701 Watertown Plank Road, Milwaukee, Wisconsin","Wisconsin",1734142000
239309,"Milwaukee Institute of Art & Design","273 E Erie St, Milwaukee, Wisconsin","Wisconsin",1684306
239318,"Milwaukee School of Engineering","1025 N Broadway, Milwaukee, Wisconsin","Wisconsin",145575934
239390,"Mount Mary University","2900 N. Menomonee River Pky, Milwaukee, Wisconsin","Wisconsin",35552606
239424,"Nashotah House","2777 Mission Rd, Nashotah, Wisconsin","Wisconsin",8414170
239512,"Northland College","1411 Ellis Avenue, Ashland, Wisconsin","Wisconsin",14089444
239628,"Ripon College","300 West Seward Street, Ripon, Wisconsin","Wisconsin",94069498
239637,"Sacred Heart Seminary and School of Theology","7335 S Hwy 100, Franklin, Wisconsin","Wisconsin",10078538
239716,"Saint Norbert College","100 Grant St, De Pere, Wisconsin","Wisconsin",149912558
239743,NA,NA,NA,7050629
240107,"Viterbo University","900 Viterbo Drive, La Crosse, Wisconsin","Wisconsin",56086051
240213,"Wisconsin School of Professional Psychology","9120 W Hampton Ave, Milwaukee, Wisconsin","Wisconsin",190437
240338,"Wisconsin Lutheran College","8800 W Bluemound Rd, Milwaukee, Wisconsin","Wisconsin",37294031
240392,"Herzing University-Madison","5218 E. Terrace Dr., Madison, Wisconsin","Wisconsin",0
241100,NA,NA,NA,0
241191,NA,NA,NA,0
241216,NA,NA,NA,0
241225,NA,NA,NA,9095320
241331,NA,NA,NA,20282850
241377,NA,NA,NA,0
241386,NA,NA,NA,0
241410,NA,NA,NA,41513896
241614,NA,NA,NA,0
241739,NA,NA,NA,20521943
241793,NA,NA,NA,1066008
242060,NA,NA,NA,0
242121,NA,NA,NA,0
242617,NA,NA,NA,NA
242626,NA,NA,NA,NA
242635,NA,NA,NA,NA
242644,NA,NA,NA,NA
242653,NA,NA,NA,NA
242662,NA,NA,NA,NA
242671,NA,NA,NA,251531705
242680,NA,NA,NA,NA
242699,NA,NA,NA,NA
242705,NA,NA,NA,NA
242723,NA,NA,NA,NA
243346,NA,NA,NA,19811092
243443,NA,NA,NA,25802673
243498,NA,NA,NA,1061671
243568,NA,NA,NA,9782635
243577,NA,NA,NA,16405406
243601,NA,NA,NA,21450652
243744,"Stanford University",", Stanford, California","California",35291628000
243823,"Parker University","2540 Walnut Hill Lane, Dallas, Texas","Texas",35415000
243832,NA,NA,NA,830620
244233,"City College-Hollywood","6565 Taft Street, Suite 200, Hollywood, Florida","Florida",0
245652,"St. John's College","1160 Camino Cruz Blanca, Santa Fe, New Mexico","New Mexico",66035773
245777,"Bais Medrash Elyon","73 Main Street, Monsey, New York","New York",0
245953,"Mid-America Christian University","3500 SW 119th St, Oklahoma City, Oklahoma","Oklahoma",25248119
246345,"Houston Graduate School of Theology","4300-C West Bellfort, Houston, Texas","Texas",465374
246789,"HJ International Graduate School for Peace and Public Leadership","4 West 43rd Street, New York, New York","New York",0
247162,"Ecumenical Theological Seminary","2930 Woodward Ave, Detroit, Michigan","Michigan",4484127
247649,"Landmark College","19 River Rd South, Putney, Vermont","Vermont",22918702
247773,"Yeshiva Gedolah of Greater Detroit","24600 Greenfield Rd, Oak Park, Michigan","Michigan",0
247825,NA,NA,NA,4210840
260372,"Lac Courte Oreilles Ojibwe University","13466 W Trepania Rd, Hayward, Wisconsin","Wisconsin",3757100
262022,NA,NA,NA,NA
262086,"University of Massachusetts Global","16355 Laguna Canyon Road, Irvine, California","California",0
262466,"Dr. Ida Rolf Institute","5055 Chaparral Court, Suite 103, Boulder, Colorado","Colorado",NA
362700,"Aveda Institute-Fort Myers","2040 Colonial Blvd, Fort Myers, Florida","Florida",NA
363712,"Yeshivah Gedolah Rabbinical College","1140 Alton Rd, Miami Beach, Florida","Florida",0
363907,NA,NA,NA,0
363916,NA,NA,NA,0
365505,"Waynesville Career Center","400 G. W. Lane, Waynesville, Missouri","Missouri",NA
366003,"South Florida Bible College and Theological Seminary","2200 SW 10th Street, Deerfield Beach, Florida","Florida",25626
366252,"Pennsylvania College of Technology","One College Ave, Williamsport, Pennsylvania","Pennsylvania",19431747
366261,"Commonwealth Institute of Funeral Service","415 Barren Springs Dr, Houston, Texas","Texas",3929049
366368,"New York Academy of Art","111 Franklin St, New York, New York","New York",430379
366535,"Remington College-Mobile Campus","4368 DOWNTOWNER LOOP S, Mobile, Alabama","Alabama",0
366571,"Mercy-St Luke's School of Radiologic Technology","1026 A Ave NE, Cedar Rapids, Iowa","Iowa",NA
367884,"Hodges University","4501 Colonial Blvd, Fort Myers, Florida","Florida",2898507
368771,"Hypnosis Motivation Institute","18607 Ventura Blvd Ste 310, Tarzana, California","California",NA
368780,NA,NA,NA,8500608
369002,"Massachusetts School of Law","500 Federal St Woodland Park, Andover, Massachusetts","Massachusetts",5955563
369659,"Oregon College of Oriental Medicine","75 NW Couch, Portland, Oregon","Oregon",0
372718,NA,NA,NA,NA
372958,NA,NA,NA,0
374024,"Adler Graduate School","10225 Yellow Circle Dr., Minnetonka, Minnesota","Minnesota",0
375230,"Yeshiva Gedolah Imrei Yosef D'spinka","1466 56th St, Brooklyn, New York","New York",0
375416,"Remington College-Cleveland Campus","14445 Broadway Ave, Cleveland, Ohio","Ohio",0
376385,NA,NA,NA,1271000
377111,"Remington College-Fort Worth Campus","5555 Rufe Snow Drive, Suite 150, North Richland Hills, Texas","Texas",0
381255,"CET-Coachella","49-111 Highway 111, Ste. 5, Coachella, California","California",NA
381282,"CET-Oxnard","761 South C St, Oxnard, California","California",NA
381325,"CET-Santa Maria","509 W Morrison Ave, Santa Maria, California","California",NA
381459,"Phoenix Seminary","7901 E. Shea Blvd., Scottsdale, Arizona","Arizona",2264615
384254,"Beacon College","105 E Main St, Leesburg, Florida","Florida",1167276
384306,"Acupuncture and Integrative Medicine College-Berkeley","2550 Shattuck Avenue, Berkeley, California","California",0
384421,"Rabbi Jacob Joseph School","One Plainfield Ave, Edison, New Jersey","New Jersey",17154
385415,"Albert Einstein College of Medicine","1300 Morris Park Avenue, Bronx, New York","New York",300285206
385619,"Everglades University","5002 T-Rex Avenue, Suite 100, Boca Raton, Florida","Florida",9635253
386153,"Seminar L'moros Bais Yaakov","4409 15th Ave, Brooklyn, New York","New York",0
386472,"Herzing University-Orlando","1865 SR 436, Winter Park, Florida","Florida",0
388520,"College of Biblical Studies-Houston","7000 Regency Square Blvd., Houston, Texas","Texas",656713
392354,"School of Professional Horticulture, New York Botanical Garden","2900 Southern Blvd., Bronx, New York","New York",NA
392840,NA,NA,NA,2876113
399911,"Soka University of America","1 University Drive, Aliso Viejo, California","California",1305735000
401223,"World Mission University","500 Shatto Pl Ste 600, Los Angeles, California","California",0
401250,"Yo San University of Traditional Chinese Medicine","13315 W. Washington Boulevard, Los Angeles, California","California",2818409
404222,NA,NA,NA,NA
404718,"Brillare Beauty Institute","1605 Professional Park Drive NW, Cleveland, Tennessee","Tennessee",NA
405058,"Yeshivas Novominsk","1690 60th Street, Brooklyn, New York","New York",0
405854,"Rabbinical College of Ohr Shimon Yisroel","215-217 Hewes St, Brooklyn, New York","New York",211570
406547,"City College-Gainesville","7001 N.W. 4th Blvd., Gainesville, Florida","Florida",NA
407610,"Pacific Bible College","516 W 4th Street, Medford, Oregon","Oregon",0
407629,"Lake Erie College of Osteopathic Medicine","1858 W Grandview Blvd, Erie, Pennsylvania","Pennsylvania",320073133
409254,"Erikson Institute","451 N. LaSalle Street, Chicago, Illinois","Illinois",45543698
409616,"Roger Williams University School of Law","Ten Metacom Ave, Bristol, Rhode Island","Rhode Island",18758405
411754,"Cleveland Clinic Health System-School of Diagnostic Imaging","18901 Lakeshore Blvd, Euclid, Ohio","Ohio",NA
412173,"Academy for Nursing and Health Occupations","5154 Okeechobee Blvd Ste 201, West Palm Beach, Florida","Florida",0
412599,"Remington College-Memphis Campus","2710 Nonconnah Blvd, Memphis, Tennessee","Tennessee",0
413617,"College of Menominee Nation","N172 State Highway 47&55, Keshena, Wisconsin","Wisconsin",4050726
414823,NA,NA,NA,2764111
414966,"Phillips Theological Seminary","901 N Mingo Rd, Tulsa, Oklahoma","Oklahoma",87722629
417327,"City College-Altamonte Springs","177 Montgomery Road, Altamonte Springs, Florida","Florida",NA
417734,"Southeast Missouri Hospital College of Nursing and Health Sciences","2001 William Street, Cape Girardeau, Missouri","Missouri",NA
417752,"Messenger College","2701 Brown Trail, Suite 408, Bedford, Texas","Texas",547736
418126,"New York College of Health Professions","6851 Jericho Tpk, Suite 210, Syosset, New York","New York",0
420246,"Sonoran University of Health Sciences","2140 E Broadway Rd, Tempe, Arizona","Arizona",87266
420325,"Yeshiva D'monsey Rabbinical College","2 Roman Blvd, Monsey, New York","New York",0
420705,"Bakke Graduate University","8515 Greenville Ave, Suite S206, Dallas, Texas","Texas",0
420981,"Manhattan School of Computer Technology","931 Coney Island Avenue, Brooklyn, New York","New York",NA
423643,"Midwestern University-Glendale","19555 N 59th Ave, Glendale, Arizona","Arizona",85248846
426314,"Embry-Riddle Aeronautical University-Worldwide","1 Aerospace Blvd., Daytona Beach, Florida","Florida",NA
427308,"Merkaz Bnos-Business School","2115 Benson Avenue, Brooklyn, New York","New York",NA
427894,"CET-Alexandria","6295 Edsall Rd, Plaza 500, Ste. 220, Alexandria, Virginia","Virginia",NA
429128,"Urban College of Boston","2 Boylston Street, 2nd Floor, Boston, Massachusetts","Massachusetts",0
430306,"Cayce/Reilly School of Massage","215 67th Street, Virginia Beach, Virginia","Virginia",NA
430670,NA,NA,NA,0
431600,"UPMC Mercy School of Nursing","1401 Blvd of the Allies, Pittsburgh, Pennsylvania","Pennsylvania",NA
431929,NA,NA,NA,0
431983,"Yeshiva of the Telshe Alumni","4904 Independence Ave, Riverdale, New York","New York",0
432269,"CET-El Paso","294 Candelaria Street, El Paso, Texas","Texas",NA
432348,"Appalachian School of Law","1169 Edgewater Drive, Grundy, Virginia","Virginia",10993260
432524,"Delaware College of Art and Design","600 N Market St, Wilmington, Delaware","Delaware",1273377
433165,NA,NA,NA,NA
433387,"Western Governors University","4001 South 700 East Suite 700, Salt Lake City, Utah","Utah",21767000
433536,"Herzing University-New Orleans","3900 N. Causeway Blvd., Metairie, Louisiana","Louisiana",0
434016,"Little Priest Tribal College","601 E. College Drive, Winnebago, Nebraska","Nebraska",2059772
434362,"Northwest HVAC/R Training Center","204 E. Nora Ave, Spokane, Washington","Washington",NA
434539,"City College-Miami","9300 S Dadeland Blvd., Suite 200, Miami, Florida","Florida",NA
434751,"White Earth Tribal and Community College","2250 College Road, Mahnomen, Minnesota","Minnesota",0
434937,"Yeshiva College of the Nations Capital","1216 Arcola Ave, Silver  Spring, Maryland","Maryland",NA
436614,"International Baptist College and Seminary","2211 W Germann Road, Chandler, Arizona","Arizona",0
437237,"IYRS School of Technology & Trades","449 Thames St, Newport, Rhode Island","Rhode Island",NA
437705,NA,NA,NA,75580
437723,"New Community Career & Technical Institute","274 South Orange Avenue, Newark, New Jersey","New Jersey",NA
437732,"The Chicago School-College of Nursing","2101 Waterview Pkwy, Richardson, Texas","Texas",0
438151,NA,NA,NA,0
438869,NA,NA,NA,0
439288,NA,NA,NA,1363223
439367,"CBD College","3699 Wilshire Blvd., Fourth Floor, Los Angeles, California","California",0
439446,"Atlantic Institute of Oriental Medicine","100 E Broward Blvd, Suite 100, Fort Lauderdale, Florida","Florida",0
439570,"Community Care College","4242 South Sheridan, Tulsa, Oklahoma","Oklahoma",0
439686,"International Training Careers","7360 SW 24th Street  Suite 31, Miami, Florida","Florida",NA
439701,"The King's University","2121 E. Southlake Boulevard, Southlake, Texas","Texas",6285650
439783,"New York College of Traditional Chinese Medicine","200 Old Country Road, Suite 500, Mineola, New York","New York",447060
439817,"Northeastern Seminary","2265 Westside Dr, Rochester, New York","New York",3953639
439862,NA,NA,NA,0
439899,"Rosedale Bible College","2270 Rosedale Rd, Irwin, Ohio","Ohio",864322
440004,"Upper Valley Educators Institute","194 Dartmouth College Highway, Lebanon, New Hampshire","New Hampshire",NA
440031,"Keck Graduate Institute","535 Watson Dr, Claremont, California","California",82121590
440138,"Antioch University-System Administration","900 Dayton Street, Yellow Springs, Ohio","Ohio",25717876
440271,"Remington College-Baton Rouge Campus","4520 South Sherwood Forrest Boulevard, Baton Rouge, Louisiana","Louisiana",0
440396,"New Saint Andrews College","405 S. Main Street, Moscow, Idaho","Idaho",3844
440651,NA,NA,NA,2547269
440794,"Pillar College","60 Park Place, Suite 701, Newark, New Jersey","New Jersey",110813
441104,"Richmont Graduate University","1815 McCallie Ave, Chattanooga, Tennessee","Tennessee",2714870
441131,"The Seattle School of Theology & Psychology","2501 Elliott Avenue, Seattle, Washington","Washington",0
441238,"Irell & Manella Graduate School of Biological Sciences at City of Hope","1500 East Duarte Road, Duarte, California","California",NA
441371,"Ultimate Medical Academy","1255 Cleveland St, Clearwater, Florida","Florida",0
441487,"Texas County Technical College","6915 S Hwy 63, Houston, Missouri","Missouri",301000
441575,"Metropolitan Learning Institute","97-77 Queens Blvd, 9th Floor, Rego Park, New York","New York",NA
441609,"Yeshiva Shaarei Torah of Rockland","91 W Carlton Rd, Suffern, New York","New York",0
441690,NA,NA,NA,2160058
441982,"Franklin W Olin College of Engineering","1000 Olin Way, Needham, Massachusetts","Massachusetts",383956000
442064,"Won Institute of Graduate Studies","800 Jacksonville Rd, Warminster, Pennsylvania","Pennsylvania",2914511
442295,"Ave Maria School of Law","1025 Commons Circle, Naples, Florida","Florida",1517428
442356,"Pennsylvania College of Health Sciences","850 Greenfield Road, Lancaster, Pennsylvania","Pennsylvania",7733163
442523,"Alaska Christian College","35109 Royal Place, Soldotna, Alaska","Alaska",1067185
442806,"Edward Via College of Osteopathic Medicine","2265 Kraft Drive, Blacksburg, Virginia","Virginia",69115388
442949,NA,NA,NA,247882
442976,"Brighton Center's Center for Employment Training","601 Washington Ave., Suite 140, Newport, Kentucky","Kentucky",NA
443030,"NorthShore University HealthSystem School of Nurse Anesthesia","2650 Ridge Ave, Rm G603C, Evanston, Illinois","Illinois",NA
443049,"Faith International University","3504 N Pearl St, Tacoma, Washington","Washington",2396
