"unitid","school_name","address","state","A01","H03A"
157076,"Kentucky Wesleyan College","3000 Frederica Street, Owensboro, Kentucky","Kentucky",34904792,965956
157100,"Kentucky Christian University","100 Academic Pkwy, Grayson, Kentucky","Kentucky",16623768,239153
157207,"Lexington Theological Seminary","230 Lexington Green Circle, Suite 300, Lexington, Kentucky","Kentucky",47365656,412083
157216,"Lindsey Wilson College","210 Lindsey Wilson St, Columbia, Kentucky","Kentucky",32183956,1529090
157298,"Louisville Presbyterian Theological Seminary","1044 Alta Vista Rd, Louisville, Kentucky","Kentucky",92189688,878241
157377,"Midway University","512 E. Stephens St, Midway, Kentucky","Kentucky",24136250,1839
157535,"University of Pikeville","147 Sycamore St, Pikeville, Kentucky","Kentucky",26197115,48594
157748,"The Southern Baptist Theological Seminary","2825 Lexington Rd, Louisville, Kentucky","Kentucky",78962384,386043
157757,"Spalding University","901 S Fourth Street, Louisville, Kentucky","Kentucky",22028041,10020
157809,"Thomas More University","333 Thomas More Parkway, Crestview Hills, Kentucky","Kentucky",32471985,1123962
157818,"Transylvania University","300 N Broadway, Lexington, Kentucky","Kentucky",227319100,976896
157863,"Union College","310 College St, Barbourville, Kentucky","Kentucky",32641588,241058
158325,"Baton Rouge General Medical Center School of Nursing & School of Radiologic Technology","3616 North Blvd, Baton Rouge, Louisiana","Louisiana",NA,NA
158477,"Centenary College of Louisiana","2911 Centenary Boulevard, Shreveport, Louisiana","Louisiana",120340027,0
158802,"Dillard University","2601 Gentilly Blvd, New Orleans, Louisiana","Louisiana",87796768,5285627
159568,"Louisiana Christian University","1140 College Dr, Pineville, Louisiana","Louisiana",43212649,103892
159656,"Loyola University New Orleans","6363 Saint Charles Ave, New Orleans, Louisiana","Louisiana",285332000,877700
159948,"New Orleans Baptist Theological Seminary","3939 Gentilly Blvd, New Orleans, Louisiana","Louisiana",97466175,5182342
160065,"University of Holy Cross","4123 Woodland Drive, New Orleans, Louisiana","Louisiana",23486075,471888
160074,"Franciscan Missionaries of Our Lady University","5414 Brittany Dr, Baton Rouge, Louisiana","Louisiana",0,1534630
160409,"Saint Joseph Seminary College","75376 River Road, St. Benedict, Louisiana","Louisiana",2343005,0
160524,"Remington College-Lafayette Campus","4021-A Ambassador Caffery Parkway, Suite 100A, Lafayette, Louisiana","Louisiana",0,NA
160755,"Tulane University of Louisiana","6823 St. Charles Avenue, New Orleans, Louisiana","Louisiana",2130224000,145041000
160904,"Xavier University of Louisiana","1 Drexel Drive, New Orleans, Louisiana","Louisiana",181690122,8533329
160959,"College of the Atlantic","105 Eden Street, Bar Harbor, Maine","Maine",67786884,3455308
160977,"Bates College","2 Andrews Road, Lewiston, Maine","Maine",494909114,17492862
161004,"Bowdoin College","255 Maine Street, Brunswick, Maine","Maine",2673187000,33193000
161022,"Maine College of Health Professions","70 Middle Street, Lewiston, Maine","Maine",5898028,3286
161086,"Colby College","4000 Mayflower Hill Drive, Waterville, Maine","Maine",1122451000,24890000
161208,"The Landing School","286 River Rd, Arundel, Maine","Maine",648337,0
161457,"University of New England","11 Hills Beach Rd, Biddeford, Maine","Maine",88726708,569440
161509,"Maine College of Art & Design","522 Congress St., Portland, Maine","Maine",14438566,1181681
161518,"Saint Joseph's College of Maine","278 Whites Bridge Rd, Standish, Maine","Maine",15523566,146890
161563,"Thomas College","180 W River Rd, Waterville, Maine","Maine",18722633,997421
161572,"Unity Environmental University","70 Farm View Drive, Suite 200, New Gloucester, Maine","Maine",15715241,0
162061,"Capitol Technology University","11301 Springfield Rd, Laurel, Maryland","Maryland",7776928,76973
162210,"Washington Adventist University","7600 Flower Ave, Takoma Park, Maryland","Maryland",9173348,550
162654,"Goucher College","1021 Dulaney Valley Rd, Baltimore, Maryland","Maryland",248605000,3832000
162760,"Hood College","401 Rosemont Ave, Frederick, Maryland","Maryland",122530600,8320880
162928,"Johns Hopkins University","3400 N Charles St, Baltimore, Maryland","Maryland",9347769000,256037000
163046,"Loyola University Maryland","4501 N Charles St, Baltimore, Maryland","Maryland",284691572,8989213
163295,"Maryland Institute College of Art","1300 Mount Royal Avenue, Baltimore, Maryland","Maryland",118300594,2807047
163462,"Mount St. Mary's University","16300 Old Emmitsburg Road, Emmitsburg, Maryland","Maryland",59356832,3041264
163532,"Ner Israel Rabbinical College","400 Mount Wilson Ln, Baltimore, Maryland","Maryland",51261123,NA
163578,"Notre Dame of Maryland University","4701 N Charles St, Baltimore, Maryland","Maryland",49321528,6418129
163976,"St. John's College","60 College Ave, Annapolis, Maryland","Maryland",130850963,4124509
164085,"Maryland University of Integrative Health","7750 Montpelier Road, Laurel, Maryland","Maryland",0,0
164173,"Stevenson University","100 Campus Circle, Owings Mills, Maryland","Maryland",104097117,1451943
164216,"Washington College","300 Washington Ave, Chestertown, Maryland","Maryland",280461480,9637308
164270,"McDaniel College","2 College Hill, Westminster, Maryland","Maryland",146376000,1132000
164368,"Hult International Business School","1 Education Street, Cambridge, Massachusetts","Massachusetts",108195842,NA
164447,"American International College","1000 State Street, Springfield, Massachusetts","Massachusetts",29368348,6000770
164465,"Amherst College","Boltwood Avenue, Amherst, Massachusetts","Massachusetts",3830477724,27483841
164492,"Anna Maria College","50 Sunset Lane, Paxton, Massachusetts","Massachusetts",13706330,22355
164562,"Assumption University","500 Salisbury St, Worcester, Massachusetts","Massachusetts",109873614,677532
164580,"Babson College","231 Forest Street, Wellesley, Massachusetts","Massachusetts",662431288,8355522
164614,"Boston Baptist College","950 Metropolitan Ave, Boston, Massachusetts","Massachusetts",0,NA
164632,"Bay Path University","588 Longmeadow Street, Longmeadow, Massachusetts","Massachusetts",75719158,244759
164739,"Bentley University","175 Forest St, Waltham, Massachusetts","Massachusetts",344354000,3588000
164748,"Berklee College of Music","1140 Boylston St, Boston, Massachusetts","Massachusetts",406592352,4366019
164872,"Boston Architectural College","320 Newbury Street, Boston, Massachusetts","Massachusetts",11101174,250000
164915,"Boston Graduate School of Psychoanalysis Inc","1581 Beacon Street, Brookline, Massachusetts","Massachusetts",2648821,NA
164924,"Boston College","140 Commonwealth Avenue, Chestnut Hill, Massachusetts","Massachusetts",4271551553,132478792
164988,"Boston University","One Silber Way, Boston, Massachusetts","Massachusetts",3249790000,62459000
165015,"Brandeis University","415 South St, Waltham, Massachusetts","Massachusetts",1238444195,23018116
165060,"Signature Healthcare Brockton Hospital School of Nursing","53 Adams Street, Brockton, Massachusetts","Massachusetts",NA,NA
165167,"Cambridge College","500 Rutherford Avenue, Boston, Massachusetts","Massachusetts",45128082,0
165264,"Laboure College of Healthcare","303 Adams Street, Milton, Massachusetts","Massachusetts",21683236,375
165334,"Clark University","950 Main St, Worcester, Massachusetts","Massachusetts",568288000,30346000
165495,"Conway School of Landscape Design","88 Village Hill Road, Northampton, Massachusetts","Massachusetts",124795,106737
165529,"Curry College","1071 Blue Hill Ave, Milton, Massachusetts","Massachusetts",91414240,4504598
165574,"Dean College","99 Main Street, Franklin, Massachusetts","Massachusetts",64717615,5423323
165644,"Eastern Nazarene College","23 E Elm Ave, Quincy, Massachusetts","Massachusetts",19130322,348060
165662,"Emerson College","120 Boylston Street, Boston, Massachusetts","Massachusetts",225429172,1487361
165671,"Emmanuel College","400 The Fenway, Boston, Massachusetts","Massachusetts",160956937,1981898
165699,"Endicott College","376 Hale Street, Beverly, Massachusetts","Massachusetts",119158127,1487216
165802,"Fisher College","118 Beacon Street, Boston, Massachusetts","Massachusetts",43017232,NA
165884,"Benjamin Franklin Cummings Institute of Technology","41 Berkeley St, Boston, Massachusetts","Massachusetts",950010,516059
165936,"Gordon College","255 Grapevine Rd, Wenham, Massachusetts","Massachusetts",87766197,5251206
165945,"Gordon-Conwell Theological Seminary","130 Essex St, South Hamilton, Massachusetts","Massachusetts",59990965,529324
166018,"Hampshire College","893 West St, Amherst, Massachusetts","Massachusetts",37571780,28032
166027,"Harvard University","Massachusetts Hall, Cambridge, Massachusetts","Massachusetts",59747629000,751745000
166045,"Hebrew College","1860 Washington Street, Newton, Massachusetts","Massachusetts",3174058,20075
166054,"Hellenic College-Holy Cross Greek Orthodox School of Theology","50 Goddard Ave, Brookline, Massachusetts","Massachusetts",32464050,17501852
166124,"College of the Holy Cross","One College Street, Worcester, Massachusetts","Massachusetts",1000344753,16108656
166391,"Lasell University","1844 Commonwealth Avenue, Newton, Massachusetts","Massachusetts",43629649,8218474
166407,"Lawrence Memorial Hospital School of Nursing","170 Governors Ave, Medford, Massachusetts","Massachusetts",NA,NA
166452,"Lesley University","29 Everett St, Cambridge, Massachusetts","Massachusetts",186630620,2448309
166489,"Longy School of Music of Bard College","27 Garden Street, Cambridge, Massachusetts","Massachusetts",8201043,82250
166656,"MCPHS University","179 Longwood Ave, Boston, Massachusetts","Massachusetts",1512276636,55000000
166683,"Massachusetts Institute of Technology","77 Massachusetts Avenue, Cambridge, Massachusetts","Massachusetts",32548631000,217216000
166717,"William James College","One Wells Avenue, Newton, Massachusetts","Massachusetts",14053180,2500
166850,"Merrimack College","315 Turnpike St, North Andover, Massachusetts","Massachusetts",68178044,2980228
166869,"MGH Institute of Health Professions","36 1st Avenue, Boston, Massachusetts","Massachusetts",48141000,449271
166911,"Montserrat College of Art","23 Essex Street, Beverly, Massachusetts","Massachusetts",3390438,326497
166939,"Mount Holyoke College","50 College Street, South Hadley, Massachusetts","Massachusetts",1027321532,34225385
167057,"The New England Conservatory of Music","290 Huntington Ave, Boston, Massachusetts","Massachusetts",138423418,573203
167093,"New England College of Optometry","424 Beacon St, Boston, Massachusetts","Massachusetts",46709022,146703
167215,"New England Law-Boston","154 Stuart Street, Boston, Massachusetts","Massachusetts",74126902,98476
167260,"Nichols College","Center Rd, Dudley, Massachusetts","Massachusetts",38110496,699694
167297,"North Bennet Street School","150 North Street, Boston, Massachusetts","Massachusetts",NA,NA
167358,"Northeastern University","360 Huntington Ave, Boston, Massachusetts","Massachusetts",1854732000,217416000
167394,"College of Our Lady of the Elms","291 Springfield St, Chicopee, Massachusetts","Massachusetts",17525774,2539831
167464,"Pope St John XXIII National Seminary","558 South Ave, Weston, Massachusetts","Massachusetts",4642372,10000
167598,"Regis College","235 Wellesley St, Weston, Massachusetts","Massachusetts",40137202,849998
167677,"Saint John's Seminary","127 Lake Street, Brighton, Massachusetts","Massachusetts",39137075,2250
167783,"Simmons University","300 The Fenway, Boston, Massachusetts","Massachusetts",214078599,5783934
167792,"Bard College at Simon's Rock","84 Alford Road, Great Barrington, Massachusetts","Massachusetts",2175187,2102354
167835,"Smith College","Elm St, Northampton, Massachusetts","Massachusetts",2642796802,41694530
167899,"Springfield College","263 Alden St, Springfield, Massachusetts","Massachusetts",91571559,2403823
167996,"Stonehill College","320 Washington Street, Easton, Massachusetts","Massachusetts",295259814,2832672
168005,"Suffolk University","73 Tremont St., Boston, Massachusetts","Massachusetts",255119573,8074410
168148,"Tufts University",", Medford, Massachusetts","Massachusetts",2725320844,55810000
168218,"Wellesley College","106 Central St, Wellesley, Massachusetts","Massachusetts",2858931000,23310000
168227,"Wentworth Institute of Technology","550 Huntington Ave, Boston, Massachusetts","Massachusetts",146724100,15365942
168254,"Western New England University","1215 Wilbraham Rd, Springfield, Massachusetts","Massachusetts",80166497,506338
168281,"Wheaton College (Massachusetts)","26 E Main St, Norton, Massachusetts","Massachusetts",248303370,8003560
168342,"Williams College","880 Main St, Williamstown, Massachusetts","Massachusetts",3599507165,0
168421,"Worcester Polytechnic Institute","100 Institute Road, Worcester, Massachusetts","Massachusetts",640714000,12633000
168528,"Adrian College","110 S Madison St, Adrian, Michigan","Michigan",41805951,1638475
168546,"Albion College","611 E Porter St, Albion, Michigan","Michigan",176126977,4077516
168591,"Alma College","614 W Superior, Alma, Michigan","Michigan",131090610,408641
168740,"Andrews University","4150 Administration Drive, Room 136, Berrien Springs, Michigan","Michigan",85420808,2257391
168786,"Aquinas College","1700 Fulton St. E, Grand Rapids, Michigan","Michigan",43050238,767871
168847,"Baker College","1020 S Washington St, Owosso, Michigan","Michigan",369401602,0
169080,"Calvin University","3201 Burton Street SE, Grand Rapids, Michigan","Michigan",354149000,26217000
169099,"Calvin Theological Seminary","3233 Burton St SE, Grand Rapids, Michigan","Michigan",58490653,1479649
169220,"Michigan School of Psychology","26811 Orchard Lake Rd., Farmington Hills, Michigan","Michigan",0,0
169327,"Cleary University","3750 Cleary Drive, Howell, Michigan","Michigan",597592,23585
169424,"Cranbrook Academy of Art","39221  Woodward Avenue, Bloomfield Hills, Michigan","Michigan",27151895,11925836
169442,"College for Creative Studies","201 E Kirby, Detroit, Michigan","Michigan",87343374,431600
169479,"Davenport University","6191 Kraft Avenue S.E., Grand Rapids, Michigan","Michigan",51752450,869908
169716,"University of Detroit Mercy","4001 W McNichols Rd, Detroit, Michigan","Michigan",75933359,5803903
169983,"Kettering University","1700 University Avenue, Flint, Michigan","Michigan",101050438,2836684
170000,"Grace Christian University","1011 Aldon SW, Wyoming, Michigan","Michigan",2234338,NA
170037,"Cornerstone University","1001 E Beltline Ave NE, Grand Rapids, Michigan","Michigan",17610810,2470676
170091,"Great Lakes Christian College","6211 W Willow Hwy, Lansing, Michigan","Michigan",952536,0
170286,"Hillsdale College","33 E College St, Hillsdale, Michigan","Michigan",1020762329,56858533
170301,"Hope College","President's Office, 141 East 12th Street, Holland, Michigan","Michigan",273670000,3873000
170532,"Kalamazoo College","1200 Academy St, Kalamazoo, Michigan","Michigan",264679225,16058531
170675,"Lawrence Technological University","21000 West Ten Mile Road, Southfield, Michigan","Michigan",63027402,803051
170806,"Madonna University","36600 Schoolcraft Rd, Livonia, Michigan","Michigan",44443056,246553
170967,"Rochester University","800 West Avon Road, Rochester Hills, Michigan","Michigan",2741937,282059
171012,"The Michigan Barber School","8988-90 Grand River Avenue, Detroit, Michigan","Michigan",NA,NA
171492,"Northwood University","4000 Whiting Dr, Midland, Michigan","Michigan",117140649,937031
171599,"The University of Olivet","320 South Main Street, Olivet, Michigan","Michigan",21930202,264127
171881,"Kuyper College","3333 East Beltline Ave NE, Grand Rapids, Michigan","Michigan",5913442,85087
172033,"Sacred Heart Major Seminary","2701 Chicago Blvd, Detroit, Michigan","Michigan",0,2604909
172264,"Siena Heights University","1247 E. Siena Heights Dr., Adrian, Michigan","Michigan",17219189,754948
172334,"Spring Arbor University","106 E. Main St, Spring Arbor, Michigan","Michigan",25121297,3621568
172440,"Finlandia University","601 Quincy St, Hancock, Michigan","Michigan",4953471,1
172477,"Thomas M Cooley Law School","300 S Capitol Ave, Lansing, Michigan","Michigan",36788838,2900
172608,"Walsh College","3838 Livernois, Troy, Michigan","Michigan",43824092,365150
172705,"Western Theological Seminary","101 E 13th St, Holland, Michigan","Michigan",41030275,1010684
173045,"Augsburg University","2211 Riverside Ave, Minneapolis, Minnesota","Minnesota",71151319,2932034
173142,"Bethany Lutheran College","700 Luther Dr, Mankato, Minnesota","Minnesota",54176343,2513014
173160,"Bethel University","3900 Bethel Dr, Saint Paul, Minnesota","Minnesota",96707633,34385307
173258,"Carleton College","One North College Street, Northfield, Minnesota","Minnesota",1240799149,24531614
173300,"Concordia College at Moorhead","901 S 8th St, Moorhead, Minnesota","Minnesota",220592546,4752066
173328,"Concordia University-Saint Paul","1282 Concordia Ave, Saint Paul, Minnesota","Minnesota",43588354,1907141
173452,"Martin Luther College","1995 Luther Ct, New Ulm, Minnesota","Minnesota",29061944,1178979
173647,"Gustavus Adolphus College","800 West College Avenue, Saint Peter, Minnesota","Minnesota",311730311,5362920
173665,"Hamline University","1536 Hewitt Avenue, Saint Paul, Minnesota","Minnesota",117113531,3421129
173683,"Hazelden Betty Ford Graduate School","15251 Pleasant Valley Rd, Center City, Minnesota","Minnesota",NA,193260
173896,"Luther Seminary","2481 Como Ave, Saint Paul, Minnesota","Minnesota",122347512,2993189
173902,"Macalester College","1600 Grand Ave, Saint Paul, Minnesota","Minnesota",897095000,8476000
173957,"Mayo Clinic College of Medicine and Science","200 1st St SW, Rochester, Minnesota","Minnesota",NA,43797000
174127,"Minneapolis College of Art and Design","2501 Stevens Ave, Minneapolis, Minnesota","Minnesota",63961639,2339145
174154,"Herzing University-Minneapolis","435 Ford Road, St. Louis Park, Minnesota","Minnesota",0,NA
174437,"North Central University","910 Elliot Ave, Minneapolis, Minnesota","Minnesota",6799435,25240
174491,"University of Northwestern-St Paul","3003 Snelling Ave N, Saint Paul, Minnesota","Minnesota",23867752,993109
174507,"Northwestern Health Sciences University","2501 W 84th St, Bloomington, Minnesota","Minnesota",14653842,117916
174525,"Oak Hills Christian College","1600 Oak Hills Rd SW, Bemidji, Minnesota","Minnesota",719372,151370
174747,"College of Saint Benedict","37 S. College Ave., Saint Joseph, Minnesota","Minnesota",107725530,5482074
174792,"Saint Johns University","2850 Abbey Plaza, Collegeville, Minnesota","Minnesota",306754152,6383244
174817,"Saint Mary's University of Minnesota","700 Terrace Heights, Winona, Minnesota","Minnesota",69136990,2235889
174844,"St Olaf College","1520 St Olaf Ave, Northfield, Minnesota","Minnesota",720426917,18787159
174862,"Crown College","8700 College View Drive, Saint Bonifacius, Minnesota","Minnesota",8434792,205535
174899,"The College of Saint Scholastica","1200 Kenwood Ave, Duluth, Minnesota","Minnesota",103203972,448090
174914,"University of St Thomas","2115 Summit Ave, Saint Paul, Minnesota","Minnesota",874206000,23030000
175005,"St Catherine University","2004 Randolph Ave, Saint Paul, Minnesota","Minnesota",241774569,6323951
175120,"Summit Academy Opportunities Industrialization Center","935 Olson Memorial Hwy, Minneapolis, Minnesota","Minnesota",NA,NA
175139,"United Theological Seminary of the Twin Cities","767 Eustis St. Suite 140, St. Paul, Minnesota","Minnesota",7678775,1055148
175227,"Dunwoody College of Technology","818 Dunwoody Blvd, Minneapolis, Minnesota","Minnesota",30810586,10114443
175281,"Mitchell Hamline School of Law","875 Summit Ave, Saint Paul, Minnesota","Minnesota",51944609,564210
175421,"Belhaven University","1500 Peachtree St, Jackson, Mississippi","Mississippi",20817756,72652
175430,"Blue Mountain Christian University","201 W Main St, Blue Mountain, Mississippi","Mississippi",14881137,309571
175980,"Millsaps College","1701 N State St, Jackson, Mississippi","Mississippi",125464668,3516452
176053,"Mississippi College","200 South Capitol Street, Clinton, Mississippi","Mississippi",114023417,813941
176318,"Rust College","150 Rust Avenue, Holly Springs, Mississippi","Mississippi",47149456,406648
176336,"Southeastern Baptist College","4229 Hwy 15 N, Laurel, Mississippi","Mississippi",602094,NA
176406,"Tougaloo College","500 W County Line Rd, Tougaloo, Mississippi","Mississippi",25432977,6543859
176451,"Wesley Biblical Seminary","1880 E County Line Road, Ridgeland, Mississippi","Mississippi",2957070,433330
176479,"William Carey University","710 William Carey Parkway, Hattiesburg, Mississippi","Mississippi",42583971,6482939
176600,"Aquinas Institute of Theology","23 South Spring Avenue, Saint Louis, Missouri","Missouri",3251404,NA
176628,"Avila University","11901 Wornall Rd, Kansas City, Missouri","Missouri",16273905,309037
176664,"Mission University","628 E Kearney, Springfield, Missouri","Missouri",330672,60000
176770,"Cox College","1423 N Jefferson, Springfield, Missouri","Missouri",NA,NA
176789,"Calvary University","15800 Calvary Road, Kansas City, Missouri","Missouri",1263714,52224
176910,"Central Christian College of the Bible","911 E Urbandale Dr, Moberly, Missouri","Missouri",1785283,150975
176947,"Central Methodist University-College of Liberal Arts and Sciences","411 Central Methodist Square, Fayette, Missouri","Missouri",72595165,966970
177038,"Cleveland University-Kansas City","10850 Lowell Avenue, Overland Park, Kansas","Kansas",18793936,610567
177065,"Columbia College","1001 Rogers Street, Columbia, Missouri","Missouri",174302060,913358
177083,"Conception Seminary College","37174 State Hwy V V, Conception, Missouri","Missouri",289074,304423
177092,"Concordia Seminary","801 Seminary Place, Saint Louis, Missouri","Missouri",177564253,8056625
177117,"Cottey College","1000 W Austin, Nevada, Missouri","Missouri",118646603,3665085
177126,"Covenant Theological Seminary","12330 Conway Road, Saint Louis, Missouri","Missouri",45676603,5720389
177144,"Culver-Stockton College","One College Hill, Canton, Missouri","Missouri",34714829,1569794
177214,"Drury University","900 N. Benton Ave, Springfield, Missouri","Missouri",86279565,311205
177278,"Eden Theological Seminary","475 E Lockwood Ave, Webster Groves, Missouri","Missouri",22472598,339783
177339,"Evangel University","1111 N Glenstone, Springfield, Missouri","Missouri",10977279,1690298
177418,"Fontbonne University","6800 Wydown Blvd, Saint Louis, Missouri","Missouri",14138749,1000000
177542,"Hannibal-LaGrange University","2800 Palmyra Rd, Hannibal, Missouri","Missouri",823969,31878
177719,"Barnes-Jewish College Goldfarb School of Nursing","4483 Duncan Avenue, Mailstop 90-36-697, Saint Louis, Missouri","Missouri",0,1618745
177746,"Kansas City Art Institute","4415 Warwick Blvd, Kansas City, Missouri","Missouri",74670155,948680
177816,"Kenrick Glennon Seminary","5200 Glennon Dr, Saint Louis, Missouri","Missouri",32752927,1097668
177834,"A T Still University of Health Sciences","800 W Jefferson, Kirksville, Missouri","Missouri",261709933,3470868
177931,"Lex La-Ray Technical Center","2323 High School Dr, Lexington, Missouri","Missouri",NA,NA
177968,"Lindenwood University","209 S Kingshighway St, Saint Charles, Missouri","Missouri",194095585,1093029
177986,"Logan University","1851 Schoettler Rd, Chesterfield, Missouri","Missouri",56617795,55383
178059,"Maryville University of Saint Louis","650 Maryville University Drive, Saint Louis, Missouri","Missouri",66639817,903670
178208,"Midwestern Baptist Theological Seminary","5001 N. Oak Trafficway, Kansas City, Missouri","Missouri",26749841,2046279
178244,"Missouri Baptist University","One College Park Dr, Saint Louis, Missouri","Missouri",7278878,136011
178369,"Missouri Valley College","500 E College St, Marshall, Missouri","Missouri",11407993,211069
178518,"Nazarene Theological Seminary","1700 E Meyer Blvd, Kansas City, Missouri","Missouri",12299941,172362
178679,"Ozark Christian College","1111 N Main St, Joplin, Missouri","Missouri",10007721,103966
178697,"College of the Ozarks","100 Opportunity Avenue, Point Lookout, Missouri","Missouri",672699372,1777571
178721,"Park University","8700 NW River Park Dr, Parkville, Missouri","Missouri",74965368,165235
178891,"Ranken Technical College","4431 Finney Ave, Saint Louis, Missouri","Missouri",74416081,138500
179043,"Rockhurst University","1100 Rockhurst Rd, Kansas City, Missouri","Missouri",45308909,5395066
179159,"Saint Louis University","One North Grand Blvd, Saint Louis, Missouri","Missouri",1351238156,13224693
179265,"University of Health Sciences and Pharmacy in St. Louis","1 Pharmacy Place, Saint Louis, Missouri","Missouri",126734968,387331
179317,"Saint Paul School of Theology","13720 Roe Avenue, Leawood, Kansas","Kansas",32733191,142050
179326,"Southwest Baptist University","1600 University Ave, Bolivar, Missouri","Missouri",36724427,921227
179548,"Stephens College","1200 E Broadway, Columbia, Missouri","Missouri",46986488,447454
179812,"Kansas City University","1750 Independence Ave, Kansas City, Missouri","Missouri",148136372,4862298
179867,"Washington University in St Louis","One Brookings Drive, Saint Louis, Missouri","Missouri",15189714000,73735000
179894,"Webster University","470 E Lockwood Ave., Saint Louis, Missouri","Missouri",138770977,683565
179946,"Westminster College","501 Westminster Ave, Fulton, Missouri","Missouri",51412622,4434684
179955,"William Jewell College","500 College Hill, Liberty, Missouri","Missouri",64450608,3170487
179964,"William Woods University","One University Avenue, Fulton, Missouri","Missouri",23002509,353900
180054,"Blackfeet Community College","504 S.E. East Boundary, Browning, Montana","Montana",0,0
180106,"Carroll College","1601 N Benton Ave, Helena, Montana","Montana",60252814,1387746
180258,"University of Providence","1301 20th St S, Great Falls, Montana","Montana",16447771,1088864
180595,"Rocky Mountain College","1511 Poly Drive, Billings, Montana","Montana",37873103,801407
180647,"Salish Kootenai College","58138 US  Highway 93, Pablo, Montana","Montana",0,1426552
180814,"Bellevue University","1000 Galvin Rd S, Bellevue, Nebraska","Nebraska",78347385,606178
180832,"Clarkson College","101 S 42nd St, Omaha, Nebraska","Nebraska",5407544,678498
180878,"Bryan College of Health Sciences","1535 S 52nd St, Lincoln, Nebraska","Nebraska",NA,438614
180984,"Concordia University-Nebraska","800 N Columbia Ave, Seward, Nebraska","Nebraska",56932984,7069630
181002,"Creighton University","2500 California Plaza, Omaha, Nebraska","Nebraska",958038000,29686000
181020,"Doane University","1014 Boswell Avenue, Crete, Nebraska","Nebraska",128761455,913426
181127,"Hastings College","710 N Turner Ave, Hastings, Nebraska","Nebraska",91023552,3946549
181145,"CHI Health School of Radiologic Technology","6901 North 72nd St, Omaha, Nebraska","Nebraska",NA,NA
181297,"Nebraska Methodist College of Nursing & Allied Health","720 North 87th Street, Omaha, Nebraska","Nebraska",0,0
181330,"Midland University","900 N. Clarkson St., Fremont, Nebraska","Nebraska",30000383,536248
181446,"Nebraska Wesleyan University","5000 St Paul Ave, Lincoln, Nebraska","Nebraska",76911000,1088000
181543,"Summit Christian College","2025 21st Street, Gering, Nebraska","Nebraska",150783,NA
181604,"College of Saint Mary","7000 Mercy Rd., Omaha, Nebraska","Nebraska",24060995,1979166
181738,"Union Adventist University","3800 S 48th Street, Lincoln, Nebraska","Nebraska",18400247,870972
181853,"York University","1125 E 8th St, York, Nebraska","Nebraska",19849572,635785
182634,"Colby-Sawyer College","541 Main Street, New London, New Hampshire","New Hampshire",69302364,3369146
182670,"Dartmouth College","207 Parkhurst Hall, Hanover, New Hampshire","New Hampshire",8236967816,122279860
182795,"Franklin Pierce University","40 University Drive, Rindge, New Hampshire","New Hampshire",21224074,375000
182917,"Magdalen College","511 Kearsarge Mountain Road, Warner, New Hampshire","New Hampshire",850479,NA
182980,"New England College","98 Bridge St, Henniker, New Hampshire","New Hampshire",26915171,2510142
183026,"Southern New Hampshire University","2500 North River Road, Manchester, New Hampshire","New Hampshire",491689668,2466060
183211,"Rivier University","420 South Main St, Nashua, New Hampshire","New Hampshire",54803505,753051
183239,"Saint Anselm College","100 Saint Anselm Drive, Manchester, New Hampshire","New Hampshire",192801489,4874666
183248,"St Joseph School of Nursing","5 Woodward Ave, Nashua, New Hampshire","New Hampshire",NA,NA
183275,"Thomas More College of Liberal Arts","6 Manchester St, Merrimack, New Hampshire","New Hampshire",3327279,1200929
183600,"Assumption College for Sisters","200 A Morris Avenue, Denville, New Jersey","New Jersey",1344378,0
183804,"Beth Medrash Govoha","617 6th St, Lakewood, New Jersey","New Jersey",44224967,14520
183822,"Bloomfield College","467 Franklin St, Bloomfield, New Jersey","New Jersey",15363493,414080
183910,"Caldwell University","120 Bloomfield Avenue, Caldwell, New Jersey","New Jersey",10152000,281000
183974,"Centenary University","400 Jefferson St, Hackettstown, New Jersey","New Jersey",15274583,413242
184348,"Drew University","36 Madison Ave, Madison, New Jersey","New Jersey",106416000,1800000
184603,"Fairleigh Dickinson University-Metropolitan Campus","1000 River Rd, Teaneck, New Jersey","New Jersey",110090000,570000
184612,"Felician University","262 S Main St, Lodi, New Jersey","New Jersey",16351210,37878
184773,"Georgian Court University","900 Lakewood Ave, Lakewood, New Jersey","New Jersey",48904944,287732
184968,"Holy Name Medical Center-Sister Claire Tynan School of Nursing","333 Hudson Terrace, Englewood Cliffs, New Jersey","New Jersey",NA,NA
185572,"Monmouth University","400 Cedar Ave, West Long Branch, New Jersey","New Jersey",131321466,4090000
185679,"JFK Muhlenberg Harold B. and Dorothy A. Snyder Schools","1200 Randolph Rd, Plainfield, New Jersey","New Jersey",NA,NA
185758,"New Brunswick Theological Seminary","35 Seminary Place, New Brunswick, New Jersey","New Jersey",2101882,108567
186122,"Princeton Theological Seminary","64 Mercer St, Princeton, New Jersey","New Jersey",1327154560,12821246
186131,"Princeton University","1 Nassau Hall, Princeton, New Jersey","New Jersey",37476729000,91628000
186186,"Rabbinical College of America","226 Sussex Ave, Morristown, New Jersey","New Jersey",0,NA
186283,"Rider University","2083 Lawrenceville Road, Lawrenceville, New Jersey","New Jersey",67306000,512000
186405,"Capital Health School of Radiologic Technology","601 Hamilton Ave, Trenton, New Jersey","New Jersey",NA,NA
