"unitid","school_name","address","state","A01","H03A"
123961,"University of Southern California","University Park, Los Angeles, California","California",9486609000,155039000
123970,"Southwestern Law School","3050 Wilshire Boulevard, Los Angeles, California","California",79640841,562711
124283,"Claremont School of Theology","1325 N College Ave, Claremont, California","California",3153211,2434431
124292,"Thomas Aquinas College","10000 Ojai Road, Santa Paula, California","California",32002601,3688124
124487,"Epic Bible College & Graduate School","4330 Auburn Boulevard, Sacramento, California","California",0,NA
125037,"The Colleges of Law at Ventura","4475 Market St, Ventura, California","California",0,250000
125718,"Westminster Theological Seminary in California","1725 Bear Valley Parkway, Escondido, California","California",5641735,134440
125727,"Westmont College","955 La Paz Rd, Santa Barbara, California","California",101695830,2363663
125763,"Whittier College","13406 E Philadelphia Street, Whittier, California","California",145896052,826410
125897,"Woodbury University","7500 N. Glenoaks Blvd, Burbank, California","California",25977952,110859
126012,"The Wright Institute","2728 Durant Ave, Berkeley, California","California",11986037,2540000
126049,"Thomas Jefferson School of Law","701 B Street - Suite 110, San Diego, California","California",0,500
126076,"Yeshiva Ohr Elchonon Chabad West Coast Talmudical Seminary","7215 Waring Ave, Los Angeles, California","California",0,NA
126669,"Colorado Christian University","8787 West Alameda Avenue, Lakewood, Colorado","Colorado",7844959,540657
126678,"Colorado College","14. E Cache La Poudre St., Colorado Springs, Colorado","Colorado",991458181,9516256
126979,"Denver Seminary","6399 S. Santa Fe Drive, Littleton, Colorado","Colorado",18969117,516725
127060,"University of Denver","2199 S. University Blvd, Denver, Colorado","Colorado",1061232572,17064822
127273,"Iliff School of Theology","2323 E. Iliff Ave., Denver, Colorado","Colorado",48714640,4236303
127653,"Naropa University","2130 Arapahoe Ave, Boulder, Colorado","Colorado",5991295,5500
127714,"Nazarene Bible College","1465 Kelly Johnson Blvd, Colorado Springs, Colorado","Colorado",3962399,18637
127918,"Regis University","3333 Regis Blvd, Denver, Colorado","Colorado",99040434,2157753
127954,"Montessori Education Center of the Rockies","3975 Martin Luther King Blvd., Denver, Colorado","Colorado",NA,NA
128498,"Albertus Magnus College","700 Prospect St, New Haven, Connecticut","Connecticut",45475103,1079294
128586,"Bais Binyomin Academy","51 Carlton Road, Monsey, New York","New York",0,NA
128744,"University of Bridgeport","126 Park Avenue, Bridgeport, Connecticut","Connecticut",9619000,1102000
128902,"Connecticut College","270 Mohegan Avenue, New London, Connecticut","Connecticut",473751000,15353000
129154,"Goodwin University","One Riverside Drive, East Hartford, Connecticut","Connecticut",13826000,537000
129242,"Fairfield University","1073 N Benson Rd, Fairfield, Connecticut","Connecticut",423173014,2921999
129428,"Rensselaer at Hartford","275 Windsor St, Hartford, Connecticut","Connecticut",4149000,4000
129491,"Hartford International University for Religion and Peace","77 Sherman Street, Hartford, Connecticut","Connecticut",72923732,76949
129525,"University of Hartford","200 Bloomfield Ave, West Hartford, Connecticut","Connecticut",233844000,4261000
129534,"Holy Apostles College and Seminary","33 Prospect Hill Road, Cromwell, Connecticut","Connecticut",9652339,NA
129774,"Mitchell College","437 Pequot Avenue, New London, Connecticut","Connecticut",9530459,108089
129941,"University of New Haven","300 Boston Post Road, West Haven, Connecticut","Connecticut",97907597,7161144
130226,"Quinnipiac University","275 Mt Carmel Ave, Hamden, Connecticut","Connecticut",824411580,39866380
130253,"Sacred Heart University","5151 Park Ave, Fairfield, Connecticut","Connecticut",245417725,8946779
130314,"University of Saint Joseph","1678 Asylum Avenue, West Hartford, Connecticut","Connecticut",45611000,1506000
130590,"Trinity College","300 Summit St, Hartford, Connecticut","Connecticut",811582301,9426958
130697,"Wesleyan University","45 Wyllys Avenue, Middletown, Connecticut","Connecticut",1730308000,10549000
130794,"Yale University","Woodbridge Hall, New Haven, Connecticut","Connecticut",47830139000,636119000
130837,"Margaret H Rollins School of Nursing at Beebe Medical Center","424 Savannah Rd, Lewes, Delaware","Delaware",NA,NA
130943,"University of Delaware","104 Hullihen Hall, Newark, Delaware","Delaware",2322819913,17507095
130989,"Goldey-Beacom College","4701 Limestone Rd, Wilmington, Delaware","Delaware",194845788,58543
131113,"Wilmington University","320 Dupont Hwy, New Castle, Delaware","Delaware",160415863,2006825
131159,"American University","4400 Massachusetts Ave NW, Washington, District of Columbia","District of Columbia",1339288000,4412000
131283,"The Catholic University of America","620 Michigan Avenue, NE, Washington, District of Columbia","District of Columbia",484915000,3947453
131405,"Pontifical Faculty of the Immaculate Conception at the Dominican House of Studies","487 Michigan Ave, NE, Washington, District of Columbia","District of Columbia",2386397,0
131450,"Gallaudet University","800 Florida Ave, NE, Washington, District of Columbia","District of Columbia",243042326,1899819
131469,"George Washington University","1918 F Street, NW, Washington, District of Columbia","District of Columbia",2920432000,51388000
131496,"Georgetown University","37th and O St NW, Washington, District of Columbia","District of Columbia",2699311000,86331000
131520,"Howard University","2400 Sixth St NW, Washington, District of Columbia","District of Columbia",868504000,25571000
131830,"National Conservatory of Dramatic Arts","1556 Wisconsin Ave NW, Washington, District of Columbia","District of Columbia",NA,NA
131876,"Trinity Washington University","125 Michigan Ave NE, Washington, District of Columbia","District of Columbia",71197621,9138318
131973,"Wesley Theological Seminary","4500 Massachusetts Ave., NW, Washington, District of Columbia","District of Columbia",63360811,173699
132408,"Baptist University of Florida","5400 College Dr, Graceville, Florida","Florida",6367324,157276
132471,"Barry University","11300 NE 2nd Ave, Miami, Florida","Florida",54135393,238267
132602,"Bethune-Cookman University","640 Dr Mary McLeod Bethune Blvd, Daytona Beach, Florida","Florida",35020215,484386
132657,"Lynn University","3601 N. Military Trail, Boca Raton, Florida","Florida",42961214,599554
132842,"Albizu University-Miami","2173 N.W. 99th Avenue, Miami, Florida","Florida",0,NA
132879,"Johnson University Florida","1011 Bill Beck Blvd, Kissimmee, Florida","Florida",62500,77000
133492,"Eckerd College","4200 54th Ave S, Saint Petersburg, Florida","Florida",79047462,2330984
133526,"Edward Waters University","1658 Kings Rd, Jacksonville, Florida","Florida",4381632,0
133553,"Embry-Riddle Aeronautical University-Daytona Beach","1 Aerospace Blvd., Daytona Beach, Florida","Florida",244238000,13627000
133711,"Flagler College","74 King Street, Saint Augustine, Florida","Florida",124564437,1315696
133809,"Florida College","119 N Glen Arven Ave, Temple Terrace, Florida","Florida",30349375,0
133872,"AdventHealth University","671 Winyah Drive, Orlando, Florida","Florida",0,1694638
133881,"Florida Institute of Technology","150 West University Boulevard, Melbourne, Florida","Florida",129212083,828024
133979,"Florida Memorial University","15800 NW 42 Avenue, Miami Gardens, Florida","Florida",8095037,83765
134079,"Florida Southern College","111 Lake Hollingsworth Dr, Lakeland, Florida","Florida",104943502,8290657
134510,"Hobe Sound Bible College","11298 SE Gomez Ave, Hobe Sound, Florida","Florida",478299,4021
134945,"Jacksonville University","2800 University Blvd N, Jacksonville, Florida","Florida",66653090,2597630
135081,"Keiser University-Ft Lauderdale","1500 NW 49th St., Fort Lauderdale, Florida","Florida",33233032,NA
135364,"Luther Rice College & Seminary","3038 Evans Mill Road, Lithonia, Georgia","Georgia",0,103000
135610,"Trinity International University-Florida","9010 SW 137th Ave, Suite #101, Miami, Florida","Florida",425000,0
135726,"University of Miami","University of Miami, Coral Gables, Florida","Florida",2202031119,40684275
136215,"Nova Southeastern University","3300 S. University Drive, Fort Lauderdale, Florida","Florida",610506476,12451000
136330,"Palm Beach Atlantic University","901 S. Flagler Drive, West Palm Beach, Florida","Florida",74118000,2732000
136701,"Saint Vincent de Paul Regional Seminary","10701 South Military Trail, Boynton Beach, Florida","Florida",38110126,1611368
136774,"Ringling College of Art and Design","2700 North Tamiami Trail, Sarasota, Florida","Florida",67598604,2027284
136950,"Rollins College","1000 Holt Avenue, Winter Park, Florida","Florida",452836000,2606000
137032,"Saint Leo University","33701 County Road 52, Saint Leo, Florida","Florida",93264533,498436
137272,"St. John Vianney College Seminary","2900 SW 87th Ave, Miami, Florida","Florida",6195855,0
137476,"St. Thomas University","16401 NW 37th Ave, Miami Gardens, Florida","Florida",40422552,1070816
137546,"Stetson University","421 N Woodland Blvd, DeLand, Florida","Florida",387162311,2548948
137564,"Southeastern University","1000 Longfellow Blvd, Lakeland, Florida","Florida",26236634,18911
137777,"Talmudic College of Florida","4000 Alton Rd, Miami Beach, Florida","Florida",16167850,NA
137801,"Altierus Career College-Tampa","3319 W Hillsborough Ave, Tampa, Florida","Florida",0,NA
137847,"The University of Tampa","401 W Kennedy Blvd, Tampa, Florida","Florida",68824300,1676329
137953,"Trinity Baptist College","800 Hammond Blvd, Jacksonville, Florida","Florida",113899,0
137962,"Trinity College of Florida","2430 Welbilt Boulevard, Trinity, Florida","Florida",0,14316
138275,"Warner University","13895 Hwy 27, Lake Wales, Florida","Florida",1986915,21143
138293,"Webber International University","1201 N Scenic Hwy, Babson Park, Florida","Florida",436863,20424
138600,"Agnes Scott College","141 E. College Ave., Decatur, Georgia","Georgia",254310232,2830011
138761,"Andrew College","501College St, Cuthbert, Georgia","Georgia",9789800,878768
138868,"Point University","507 West 10th Street, West Point, Georgia","Georgia",6019542,38913
138947,"Clark Atlanta University","223 James P Brawley Drive, SW, Atlanta, Georgia","Georgia",114787895,11279928
139144,"Berry College","2277 Martha Berry Hwy NW, Mount Berry, Georgia","Georgia",1196942825,5086751
139153,"Beulah Heights University","892 Berne St SE, Atlanta, Georgia","Georgia",0,NA
139199,"Brenau University","500 Washington Street SE, Gainesville, Georgia","Georgia",67677199,162107
139205,"Brewton-Parker College","201 David-Eliza Fountain Circle, Mount Vernon, Georgia","Georgia",13388233,43884
139348,"Columbia Theological Seminary","701 S. Columbia Dr, Decatur, Georgia","Georgia",284483215,1201751
139393,"Covenant College","14049 Scenic Highway, Lookout Mountain, Georgia","Georgia",58567097,4969972
139630,"Emmanuel University","181 Spring St, Franklin Springs, Georgia","Georgia",605459,94711
139658,"Emory University","201 Dowman Drive, Atlanta, Georgia","Georgia",13478531000,392902978
139995,"Gupton Jones College of Funeral Service","5141 Snapfinger Woods Dr, Decatur, Georgia","Georgia",0,NA
140146,"Interdenominational Theological Center","700 Martin Luther King Jr Dr SW, Atlanta, Georgia","Georgia",5955013,0
140234,"LaGrange College","601 Broad Street, Lagrange, Georgia","Georgia",64987859,1694445
140252,"Life University","1269 Barclay Circle, Marietta, Georgia","Georgia",3356258,208008
140340,"Herzing University-Atlanta","50 Hurt Plaza SE  Ste. 400, Atlanta, Georgia","Georgia",0,NA
140447,"Mercer University","1501 Mercer University Drive, Macon, Georgia","Georgia",481876817,20216316
140553,"Morehouse College","830 Westview Dr SW, Atlanta, Georgia","Georgia",276044396,74204172
140562,"Morehouse School of Medicine","720 Westview Drive, S.W., Atlanta, Georgia","Georgia",157560946,981390
140696,"Oglethorpe University","4484 Peachtree Road, NE, Atlanta, Georgia","Georgia",46136756,774404
140720,"Paine College","1235 15th St, Augusta, Georgia","Georgia",13814535,1450599
140818,"Piedmont University","1021 Central Ave, Demorest, Georgia","Georgia",61469596,538876
140872,"Reinhardt University","7300 Reinhardt Circle, Waleska, Georgia","Georgia",50019179,1378483
140951,"Savannah College of Art and Design","342 Bull St, Savannah, Georgia","Georgia",527182068,39492796
140988,"Shorter University","315 Shorter Ave, Rome, Georgia","Georgia",16602090,29065
141060,"Spelman College","350 Spelman Lane SW, Atlanta, Georgia","Georgia",570846842,31697164
141167,"Thomas University","1501 Millpond Rd, Thomasville, Georgia","Georgia",6967261,34811
141185,"Toccoa Falls College","107 Kincaid Drive, Toccoa Falls, Georgia","Georgia",5397651,27075
141237,"Truett McConnell University","100 Alumni Dr, Cleveland, Georgia","Georgia",7486018,15322
141325,"Wesleyan College","4760 Forsyth Road, Macon, Georgia","Georgia",68265087,936894
141361,"Young Harris College","1 College Street, Young Harris, Georgia","Georgia",136194811,465582
141486,"Chaminade University of Honolulu","3140 Waialae Avenue, Honolulu, Hawaii","Hawaii",30062715,2096502
141644,"Hawaii Pacific University","1 Aloha Tower Drive, Honolulu, Hawaii","Hawaii",57150367,5007216
142090,"Boise Bible College","8695 W Marigold St, Boise, Idaho","Idaho",2077670,3325
142294,"The College of Idaho","2112 Cleveland Blvd, Caldwell, Idaho","Idaho",125768516,2007415
142461,"Northwest Nazarene University","623 S. University Blvd., Nampa, Idaho","Idaho",84094814,2982708
142522,"Brigham Young University-Idaho","525 S Center, Rexburg, Idaho","Idaho",308719000,2269000
142832,"Adler University","17 North Dearborn Street, Chicago, Illinois","Illinois",3479550,30000
142957,"American Islamic College","640 W Irving Park RD, Chicago, Illinois","Illinois",0,NA
143048,"School of the Art Institute of Chicago","36 S Wabash, Chicago, Illinois","Illinois",NA,39921000
143084,"Augustana College","639 38th St, Rock Island, Illinois","Illinois",235790395,2088055
143118,"Aurora University","347 S Gladstone Ave, Aurora, Illinois","Illinois",53070271,2266579
143233,"Bethany Theological Seminary","615 National Rd W, Richmond, Indiana","Indiana",60555069,288825
143288,"Blackburn College","700 College Ave, Carlinville, Illinois","Illinois",28930480,3265650
143297,"Blessing Rieman College of Nursing and Health Sciences","3609 North Marx Drive, Quincy, Illinois","Illinois",NA,NA
143358,"Bradley University","1501 W BRADLEY AVE, Peoria, Illinois","Illinois",379808587,3593742
143659,"Catholic Theological Union at Chicago","5416 S Cornell Ave, Chicago, Illinois","Illinois",54462002,1403853
143853,"Midwestern University-Downers Grove","555 31st Street, Downers Grove, Illinois","Illinois",117282453,218039
143978,"The Chicago School at Chicago","325 N Wells Street, Chicago, Illinois","Illinois",0,0
144014,"Chicago Theological Seminary","1407 E. 60th Street, Chicago, Illinois","Illinois",28710639,5226
144050,"University of Chicago","5801 S Ellis Ave, Chicago, Illinois","Illinois",10356490624,167312843
144281,"Columbia College Chicago","600 South Michigan Ave, Chicago, Illinois","Illinois",311232548,564039
144351,"Concordia University-Chicago","7400 Augusta, River Forest, Illinois","Illinois",33309186,669794
144740,"DePaul University","1 E Jackson Blvd, Chicago, Illinois","Illinois",1053850000,36495000
144883,"East-West University","816 S Michigan Ave, Chicago, Illinois","Illinois",12978725,NA
144962,"Elmhurst University","190 Prospect Ave, Elmhurst, Illinois","Illinois",179146613,2437832
144971,"Eureka College","300 E. College Avenue, Eureka, Illinois","Illinois",33497088,159224
145275,"Garrett-Evangelical Theological Seminary","2121 Sheridan Road, Evanston, Illinois","Illinois",133710385,2750682
145354,"Graham Hospital School of Nursing","210 W Walnut St, Canton, Illinois","Illinois",NA,NA
145372,"Greenville University","315 E. College Ave., Greenville, Illinois","Illinois",32750631,1672758
145497,"Hebrew Theological College","7135 N Carpenter Rd, Skokie, Illinois","Illinois",NA,274795
145558,"Rosalind Franklin University of Medicine and Science","3333 Green Bay Road, North Chicago, Illinois","Illinois",100503844,204700
145619,"Benedictine University","5700 College Rd, Lisle, Illinois","Illinois",41407908,216261
145628,"Illinois College of Optometry","3241 S Michigan Ave, Chicago, Illinois","Illinois",65119711,364044
145646,"Illinois Wesleyan University","1312 N Park St, Bloomington, Illinois","Illinois",260117296,1706629
145691,"Illinois College","1101 West College Ave, Jacksonville, Illinois","Illinois",155357534,796041
145725,"Illinois Institute of Technology","10 West 35th Street, Chicago, Illinois","Illinois",310607000,7829000
145886,"Institute for Clinical Social Work","1345 W Argyle Street, Chicago, Illinois","Illinois",1633881,0
146339,"Judson University","1151 N State St, Elgin, Illinois","Illinois",6736519,1211048
146427,"Knox College","2 E South St, Galesburg, Illinois","Illinois",191356548,2370496
146481,"Lake Forest College","555 N Sheridan Road, Lake Forest, Illinois","Illinois",105313974,4256321
146490,"Lake Forest Graduate School of Management","1905 W. Field Court, Lake Forest, Illinois","Illinois",10342935,NA
146533,"Lakeview College of Nursing","903 N Logan Ave, Danville, Illinois","Illinois",15705280,144587
146612,"Lewis University","One University Parkway, Romeoville, Illinois","Illinois",109612840,1835688
146667,"Lincoln Christian University","100 Campus View Drive, Lincoln, Illinois","Illinois",9428523,191458
146676,NA,NA,NA,23684584,160830
146719,"Loyola University Chicago","1032 W. Sheridan Rd, Chicago, Illinois","Illinois",1072246894,17039881
146728,"Lutheran School of Theology at Chicago","5416 S. Cornell Avenue, Fourth Floor, Chicago, Illinois","Illinois",59506326,1451429
