"UNITID","d1_id","school_name","address","state","total_assets","gifts","capital_grants_gifts","research_spent","discounts_to_tuiton"
176080,57,"Mississippi State University","Lee Boulevard, Mississippi State, Mississippi","Mississippi",276967480,49732723,14096684,176692756,107310506
178396,58,"University of Missouri-Columbia","105 Jesse Hall, Columbia, Missouri","Missouri",1323410600,45630171,27302137,158809781,116475456
199193,59,"North Carolina State University at Raleigh","2101 Hillsborough Street, Raleigh, North Carolina","North Carolina",474267240,81084954,61181353,354944892,107672856
181464,60,"University of Nebraska-Lincoln","1400 R Street, Lincoln, Nebraska","Nebraska",584544905,67316371,16196451,277936752,105620289
182290,61,"University of Nevada-Reno","1664 North Virginia Street, Reno, Nevada","Nevada",185137934,28619440,22267066,95761841,56871329
187985,62,"University of New Mexico-Main Campus","1700 Lomas Blvd NE, Albuquerque, New Mexico","New Mexico",1224804149,29085262,0,189779263,73474957
188030,63,"New Mexico State University-Main Campus","2850 Weddell Street, Las Cruces, New Mexico","New Mexico",119984581,8671947,10822373,115144674,41124041
199120,64,"University of North Carolina at Chapel Hill","103 South Bldg Cb 9100, Chapel Hill, North Carolina","North Carolina",1681983337,191455147,62822666,652122918,145695260
227216,65,"University of North Texas","1501 W.Chestnut Ave., Denton, Texas","Texas",361179777,13793342,507432,83142008,109513975
147703,66,"Northern Illinois University","1425 W. Lincoln Hwy., Dekalb, Illinois","Illinois",137383384,0,284823,20157069,51108815
204857,67,"Ohio University-Main Campus","020 Chubb Hall, Athens, Ohio","Ohio",476527774,0,8717143,50494817,63612648
204796,68,"Ohio State University-Main Campus","15 E. 15th Avenue, Columbus, Ohio","Ohio",4398175514,159905015,26564865,564026566,206663443
207500,69,"University of Oklahoma-Norman Campus","660 Parrington Oval, Norman, Oklahoma","Oklahoma",274293000,78203000,15663000,154686000,107403000
207388,70,"Oklahoma State University-Main Campus","107 Whitehurst, Stillwater, Oklahoma","Oklahoma",226976991,37435684,32633922,145584036,111738438
232982,71,"Old Dominion University","5115 Hampton Blvd, Norfolk, Virginia","Virginia",158416705,15505142,306267,16347853,38646449
176017,72,"University of Mississippi","Oxford, Mississippi, University, Mississippi","Mississippi",853078631,18521971,11634806,160891994,122395500
209551,73,"University of Oregon","110 Johnson Hall, Eugene, Oregon","Oregon",294951460,84357593,141229519,92292215,81588322
209542,74,"Oregon State University","1500 SW Jefferson Avenue, Corvallis, Oregon","Oregon",380409963,57205175,75453245,220247165,74835681
214777,75,NA,NA,NA,NA,NA,NA,NA,NA
243780,76,"Purdue University-Main Campus","Hovde Hall of Administration, West Lafayette, Indiana","Indiana",633529949,94806845,43759483,337341720,93328265
186380,77,"Rutgers University-New Brunswick","83 Somerset St, New Brunswick, New Jersey","New Jersey",943234000,144735000,41330000,580008000,192266000
122409,78,"San Diego State University","5500 Campanile Dr, San Diego, California","California",446397751,17899100,20766695,6445403,130843770
122755,79,"San Jose State University","One Washington Square, San Jose, California","California",236680071,5792470,568899,947241,110914425
102094,80,"University of South Alabama","307 N University Blvd, Mobile, Alabama","Alabama",224156000,12176000,13617000,35455000,35767000
218663,81,"University of South Carolina-Columbia","Columbia-Campus, Columbia, South Carolina","South Carolina",738801041,41391106,11636445,165732197,254826102
137351,82,"University of South Florida","4202 East Fowler Ave, Tampa, Florida","Florida",793450860,23519675,16443738,344496945,128907331
176372,83,"University of Southern Mississippi","118 College Drive # 0001, Hattiesburg, Mississippi","Mississippi",90314664,1709885,4356003,60220179,44628896
221759,84,"The University of Tennessee-Knoxville","527 Andy Holt Tower, Knoxville, Tennessee","Tennessee",258094318,11030196,20531409,299140908,150925161
228778,85,"The University of Texas at Austin","110 Inner Campus Drive, Austin, Texas","Texas",1525729960,173651719,145865179,635211650,182861094
228723,86,"Texas A & M University-College Station","1246 TAMU, College Station, Texas","Texas",1133517440,170531864,3938798,800770999,176708536
228459,87,"Texas State University","601 University Dr, San Marcos, Texas","Texas",431044616,8991008,39600,64744597,109999344
229115,88,"Texas Tech University","Broadway and University Avenue, Lubbock, Texas","Texas",272445498,39422068,22198447,197405657,90224874
206084,89,"University of Toledo","2801 W Bancroft, Toledo, Ohio","Ohio",170594107,5127464,1394896,43883277,82063706
100663,90,"University of Alabama at Birmingham","Administration Bldg Suite 1070, Birmingham, Alabama","Alabama",1817826648,46264202,789319,309254195,80228711
132903,91,"University of Central Florida","4000 Central Florida Blvd, Orlando, Florida","Florida",601080401,23403728,12275550,177160186,199575020
110662,92,"University of California-Los Angeles","405 Hilgard Ave, Los Angeles, California","California",NA,366761000,20600000,926464931,215105914
182281,93,"University of Nevada-Las Vegas","4505 S Maryland Pky, Las Vegas, Nevada","Nevada",434040000,26119000,5431000,47468000,75268000
230764,94,"University of Utah","201 Presidents Circle, ROOM 201, Salt Lake City, Utah","Utah",2293302000,155353000,82415000,384922000,98592000
230728,95,"Utah State University","Old Main Hill, Logan, Utah","Utah",171661911,24964629,4654726,231394223,91968747
228796,96,"The University of Texas at El Paso","500 W. University Ave, El Paso, Texas","Texas",183375949,5085692,6079836,99606628,55271705
229027,97,"The University of Texas at San Antonio","One UTSA Circle, San Antonio, Texas","Texas",234184306,7032169,10554772,79399933,97607117
234076,98,"University of Virginia-Main Campus","1827 University Avenue, Charlottesville, Virginia","Virginia",883279252,195909788,129546856,512761397,135589047
233921,99,"Virginia Polytechnic Institute and State University","210 Burruss Hall, 800 Drillfield Dr., Blacksburg, Virginia","Virginia",289389904,66860330,79212242,386907271,117955937
236948,100,"University of Washington-Seattle Campus","1400 NE Campus Parkway, Seattle, Washington","Washington",1574437794,165831060,44259928,850021928,159390155
236939,101,"Washington State University","French Administration Building, Pullman, Washington","Washington",282210707,44489022,370054,233370129,149104519
238032,102,"West Virginia University","PO Box 6201, Morgantown, West Virginia","West Virginia",299210851,58611304,17106763,134324969,84138945
157951,103,"Western Kentucky University","1906 College Heights Blvd, Bowling Green, Kentucky","Kentucky",114008450,0,0,8267482,69995972
172699,104,"Western Michigan University","1903 W Michigan Ave, Kalamazoo, Michigan","Michigan",133940245,35538988,5589282,19499964,65751013
240444,105,"University of Wisconsin-Madison","500 Lincoln Dr, Madison, Wisconsin","Wisconsin",1412547593,329567496,50405564,1047622014,129085410
240727,106,"University of Wyoming","Corner of Ninth and Ivinson, Laramie, Wyoming","Wyoming",434280000,32130000,7233000,93793915,40625000
