"unitid","school_name","address","state","A01","H03A"
110316,"California Institute of Integral Studies","1453 Mission Street, San Francisco, California","California",2708050,153132
110361,"California Baptist University","8432 Magnolia Ave, Riverside, California","California",41674781,14746075
110370,"California College of the Arts","1111 Eighth Street, San Francisco, California","California",43914000,1295000
110404,"California Institute of Technology","1200 E California Blvd, Pasadena, California","California",3971621000,77112000
110413,"California Lutheran University","60 W Olsen Rd, Thousand Oaks, California","California",124546206,15080824
110918,"California Christian College","5364 E. Belmont Avenue, Fresno, California","California",592198,0
111045,"Haven University","12761 Euclid St., Garden Grove, California","California",231375,NA
111081,"California Institute of the Arts","24700 W McBean Pky, Valencia, California","California",206472438,2669290
111391,"California Western School of Law","225 Cedar St, San Diego, California","California",23356930,122195
111638,"Casa Loma College-Los Angeles","15301 Ventura Blvd. Suite D-100, Sherman Oaks, California","California",0,NA
111708,"CET-San Diego","4153 Market Street, San Diego, California","California",NA,NA
111717,"CET-San Jose","701 Vine St, San Jose, California","California",NA,NA
111726,"CET-El Centro","294 S 3rd St, El Centro, California","California",NA,NA
111744,"CET-Colton","1099 N. Pepper Ave, Colton, California","California",NA,NA
111762,"CET-Watsonville","10 Blanca Lane, Watsonville, California","California",NA,NA
111799,"CET-Salinas","24 East Alvin Drive, Salinas, California","California",NA,NA
111948,"Chapman University","One University Dr., Orange, California","California",418592840,12182000
111966,"Charles R Drew University of Medicine and Science","1731 E 120th St, Los Angeles, California","California",106499100,0
112075,"Concordia University-Irvine","1530 Concordia West, Irvine, California","California",44605844,4800939
112084,"San Diego Christian College","280 Riverview Parkway, Santee, California","California",366063,0
112127,"Church Divinity School of the Pacific","2451 Ridge Road, Berkeley, California","California",26994384,6903243
112251,"Claremont Graduate University","150 E Tenth St, Claremont, California","California",182309277,1529514
112260,"Claremont McKenna College","500 E 9th St, Claremont, California","California",1543282000,63973000
112525,"Western University of Health Sciences","309 E 2nd St, Pomona, California","California",60470854,458711
112570,"California College of ASU","1111 S. Broadway Suite, Los Angeles, California","California",0,NA
113537,"Dell'Arte International School of Physical Theatre","131 H Street, Blue Lake, California","California",108124,NA
113698,"Dominican University of California","50 Acacia Ave, San Rafael, California","California",31338401,160316
113704,"Dominican School of Philosophy & Theology","2301 Vine Street, Berkeley, California","California",8340362,0
114549,"Fielding Graduate University","2020 De La Vina St, Santa Barbara, California","California",14123196,143094
114734,"Franciscan School of Theology","5998 Alcala Park, San Diego, California","California",9096391,1
114813,"Fresno Pacific University","1717 S. Chestnut Ave, Fresno, California","California",29333624,103520
114840,"Fuller Theological Seminary","135 N Oakland Ave, Pasadena, California","California",98404000,4574000
114947,"Gemological Institute of America-Carlsbad","5345 Armada Dr, Carlsbad, California","California",NA,NA
115083,"Golden Gate University","536 Mission Street, San Francisco, California","California",40908573,515791
115214,"Graduate Theological Union","2400 Ridge Rd, Berkeley, California","California",48732776,15572
115409,"Harvey Mudd College","301 Platt Blvd., Claremont, California","California",377101256,925666
115728,"Holy Names University","3500 Mountain Blvd, Oakland, California","California",54156433,1149969
115773,"Humphreys University-Stockton and Modesto Campuses","6650 Inglewood Ave, Stockton, California","California",2489875,0
116846,"American Jewish University","15600 Mulholland Dr, Los Angeles, California","California",87644629,2784
117104,"Life Pacific University","1100 W. Covina Blvd., San Dimas, California","California",8570020,493160
117140,"University of La Verne","1950 Third St, La Verne, California","California",163125688,506836
117168,"Laguna College of Art and Design","2222 Laguna Canyon Rd, Laguna Beach, California","California",1709780,84949
117283,"Latin American Bible Institute","14209 East Lomitas Avenue, La Puente, California","California",48197,0
117520,"Life Chiropractic College West","25001 Industrial Blvd, Hayward, California","California",191117,NA
117557,"Lincoln University","401 15th Street, Oakland, California","California",2943348,0
117575,"Southern California Seminary","2075 E. Madison Avenue, El Cajon, California","California",0,589
117627,"La Sierra University","4500 Riverwalk Parkway, Riverside, California","California",100680642,311499
117636,"Loma Linda University","11139 Anderson Street, Loma Linda, California","California",1221087000,7086000
117672,"Southern California University of Health Sciences","16200 East Amber Valley Drive, Whittier, California","California",17557394,82187
117751,"The Master's University and Seminary","21726 Placerita Canyon Road, Santa Clarita, California","California",31970948,2291911
117946,"Loyola Marymount University","One Lmu Drive, Los Angeles, California","California",549172000,11820000
118541,NA,NA,NA,13175413,107025
118693,"Menlo College","1000 El Camino Real, Atherton, California","California",21919477,94030
118888,"Northeastern University Oakland","5000 MacArthur Blvd, Oakland, California","California",189138211,1043204
119173,"Mount Saint Mary's University","12001 Chalon Rd, Los Angeles, California","California",180464639,1105165
119605,"National University","9388 Lightwave Ave, San Diego, California","California",966159194,175614000
120166,"San Francisco Bay University","161 Mission Falls Lane, Fremont, California","California",189487769,NA
120184,"Notre Dame de Namur University","1500 Ralston Ave, Belmont, California","California",25162997,332683
120254,"Occidental College","1600 Campus Rd, Los Angeles, California","California",465403409,18571934
120403,"Otis College of Art and Design","9045 Lincoln Blvd, Los Angeles, California","California",28018646,0
120537,"Hope International University","2500 E Nutwood Ave, Fullerton, California","California",5458506,600686
120698,"Palo Alto University","1791 Arastradero Rd, Palo Alto, California","California",3417153,0
120768,"Pacific Oaks College","45 W Eureka Street, Pasadena, California","California",0,1542
120795,"Pacific School of Religion","1798 Scenic Ave, Berkeley, California","California",41048288,4055892
120838,"Pacific States University","3424 Wilshire Blvd. 12th floor, Los Angeles, California","California",0,NA
120865,"Pacific Union College","One Angwin Ave, Angwin, California","California",23862295,189144
120883,"University of the Pacific","3601 Pacific Ave, Stockton, California","California",481112926,11133393
121150,"Pepperdine University","24255 Pacific Coast Hwy, Malibu, California","California",1377573000,50273000
121257,"Pitzer College","1050 North Mills Avenue, Claremont, California","California",152007771,547139
121309,"Point Loma Nazarene University","3900 Lomaland Dr, San Diego, California","California",97448431,726809
121345,"Pomona College","550 N College Ave, Claremont, California","California",2528161000,11385000
121628,"Pardee RAND Graduate School","1776 Main St, Santa Monica, California","California",NA,67600
121691,"University of Redlands","1200 E. Colton Ave, Redlands, California","California",279265979,36143588
122117,"Dongguk University Los Angeles","440 Shatto Pl, Los Angeles, California","California",0,NA
122296,"Samuel Merritt University","3100 Telegraph Avenue, Oakland, California","California",196264416,0
122436,"University of San Diego","5998 Alcala Park, San Diego, California","California",639330000,8113000
122454,NA,NA,NA,6276219,1604000
122506,"San Francisco Conservatory of Music","50 Oak Street, San Francisco, California","California",42531000,2422000
122612,"University of San Francisco","2130 Fulton St, San Francisco, California","California",476687000,14778000
122649,"San Joaquin College of Law","901 Fifth St, Clovis, California","California",3092502,6415
122728,"William Jessup University","2121 University Avenue, Rocklin, California","California",4026400,615298
122931,"Santa Clara University","500 El Camino Real, Santa Clara, California","California",1212997000,11799000
123095,"Saybrook University","55 W Eureka Street, Pasadena, California","California",0,NA
123165,"Scripps College","1030 North Columbia Avenue, Claremont, California","California",408644890,3708746
123280,"Shasta Bible College and Graduate School","2951 Goodwater Ave., Redding, California","California",619481,NA
123448,"Trinity Law School","2200 N Grand Ave, Santa Ana, California","California",167516,0
123457,"Simpson University","2211 College View Drive, Redding, California","California",6140938,1650645
123554,"Saint Mary's College of California","1928 Saint Marys Road, Moraga, California","California",191286625,2250361
123633,"South Baylo University","1126 N Brookhurst St, Anaheim, California","California",163757,NA
123651,"Vanguard University of Southern California","55 Fair Dr, Costa Mesa, California","California",12335590,490678
123916,"Starr King School for the Ministry","414 13th St., Suite 700, Oakland, California","California",8589771,2e+05
123943,"Marshall B Ketchum University","2575 Yorba Linda Blvd, Fullerton, California","California",23684981,0
123952,"Southern California Institute of Architecture","960 E. 3rd Street, Los Angeles, California","California",635000,321000
123961,"University of Southern California","University Park, Los Angeles, California","California",6816264000,107278000
123970,"Southwestern Law School","3050 Wilshire Boulevard, Los Angeles, California","California",44810984,854753
124283,"Claremont School of Theology","1325 N College Ave, Claremont, California","California",2799763,0
124292,"Thomas Aquinas College","10000 Ojai Road, Santa Paula, California","California",21665029,1124167
124487,"Epic Bible College & Graduate School","4330 Auburn Boulevard, Sacramento, California","California",0,NA
125037,"The Colleges of Law at Ventura","4475 Market St, Ventura, California","California",0,0
125718,"Westminster Theological Seminary in California","1725 Bear Valley Parkway, Escondido, California","California",4693234,45550
125727,"Westmont College","955 La Paz Rd, Santa Barbara, California","California",85026588,1417411
125763,"Whittier College","13406 E Philadelphia Street, Whittier, California","California",111506628,1268558
125897,"Woodbury University","7500 N. Glenoaks Blvd, Burbank, California","California",22639874,0
126012,"The Wright Institute","2728 Durant Ave, Berkeley, California","California",8663498,730000
126049,"Thomas Jefferson School of Law","701 B Street - Suite 110, San Diego, California","California",0,0
126076,"Yeshiva Ohr Elchonon Chabad West Coast Talmudical Seminary","7215 Waring Ave, Los Angeles, California","California",0,NA
126669,"Colorado Christian University","8787 West Alameda Avenue, Lakewood, Colorado","Colorado",3638847,271750
126678,"Colorado College","14. E Cache La Poudre St., Colorado Springs, Colorado","Colorado",820256399,13111982
126979,"Denver Seminary","6399 S. Santa Fe Drive, Littleton, Colorado","Colorado",15047440,231925
127060,"University of Denver","2199 S. University Blvd, Denver, Colorado","Colorado",793156563,14522762
127273,"Iliff School of Theology","2323 E. Iliff Ave., Denver, Colorado","Colorado",31787678,3223840
127653,"Naropa University","2130 Arapahoe Ave, Boulder, Colorado","Colorado",4057809,16032
127714,"Nazarene Bible College","1465 Kelly Johnson Blvd, Colorado Springs, Colorado","Colorado",3706819,1014907
127918,"Regis University","3333 Regis Blvd, Denver, Colorado","Colorado",76304022,3193539
127954,"Montessori Education Center of the Rockies","3975 Martin Luther King Blvd., Denver, Colorado","Colorado",NA,NA
128498,"Albertus Magnus College","700 Prospect St, New Haven, Connecticut","Connecticut",34135991,185956
128586,"Bais Binyomin Academy","51 Carlton Road, Monsey, New York","New York",0,NA
128744,"University of Bridgeport","126 Park Avenue, Bridgeport, Connecticut","Connecticut",19446000,2627000
128902,"Connecticut College","270 Mohegan Avenue, New London, Connecticut","Connecticut",340260000,12094000
129154,"Goodwin University","One Riverside Drive, East Hartford, Connecticut","Connecticut",11778000,742000
129242,"Fairfield University","1073 N Benson Rd, Fairfield, Connecticut","Connecticut",329598062,856000
129428,"Rensselaer at Hartford","275 Windsor St, Hartford, Connecticut","Connecticut",2904000,4000
129491,"Hartford International University for Religion and Peace","77 Sherman Street, Hartford, Connecticut","Connecticut",56747275,86694
129525,"University of Hartford","200 Bloomfield Ave, West Hartford, Connecticut","Connecticut",180064000,1423000
129534,"Holy Apostles College and Seminary","33 Prospect Hill Road, Cromwell, Connecticut","Connecticut",7532723,NA
129774,"Mitchell College","437 Pequot Avenue, New London, Connecticut","Connecticut",8241793,5625
129941,"University of New Haven","300 Boston Post Road, West Haven, Connecticut","Connecticut",87424236,1008669
130226,"Quinnipiac University","275 Mt Carmel Ave, Hamden, Connecticut","Connecticut",586791697,15036417
130253,"Sacred Heart University","5151 Park Ave, Fairfield, Connecticut","Connecticut",190465882,11988505
130314,"University of Saint Joseph","1678 Asylum Avenue, West Hartford, Connecticut","Connecticut",35410000,1163000
130590,"Trinity College","300 Summit St, Hartford, Connecticut","Connecticut",633837386,3421687
130697,"Wesleyan University","45 Wyllys Avenue, Middletown, Connecticut","Connecticut",1147551000,10782000
130794,"Yale University","Woodbridge Hall, New Haven, Connecticut","Connecticut",36512063000,331706000
130837,"Margaret H Rollins School of Nursing at Beebe Medical Center","424 Savannah Rd, Lewes, Delaware","Delaware",NA,NA
130943,"University of Delaware","104 Hullihen Hall, Newark, Delaware","Delaware",1785051189,13174552
130989,"Goldey-Beacom College","4701 Limestone Rd, Wilmington, Delaware","Delaware",159933526,75210
131098,NA,NA,NA,3157250,0
131113,"Wilmington University","320 Dupont Hwy, New Castle, Delaware","Delaware",120511582,4003750
131159,"American University","4400 Massachusetts Ave NW, Washington, District of Columbia","District of Columbia",982759000,11223000
131283,"The Catholic University of America","620 Michigan Avenue, NE, Washington, District of Columbia","District of Columbia",402476000,6954955
131405,"Pontifical Faculty of the Immaculate Conception at the Dominican House of Studies","487 Michigan Ave, NE, Washington, District of Columbia","District of Columbia",2377085,0
131450,"Gallaudet University","800 Florida Ave, NE, Washington, District of Columbia","District of Columbia",205599809,1928981
131469,"George Washington University","1918 F Street, NW, Washington, District of Columbia","District of Columbia",2329157000,71086000
131496,"Georgetown University","37th and O St NW, Washington, District of Columbia","District of Columbia",1994980000,66150000
131520,"Howard University","2400 Sixth St NW, Washington, District of Columbia","District of Columbia",760057000,15019000
131830,"National Conservatory of Dramatic Arts","1556 Wisconsin Ave NW, Washington, District of Columbia","District of Columbia",NA,NA
131876,"Trinity Washington University","125 Michigan Ave NE, Washington, District of Columbia","District of Columbia",55869136,20552
131973,"Wesley Theological Seminary","4500 Massachusetts Ave., NW, Washington, District of Columbia","District of Columbia",48384228,129408
132408,"Baptist University of Florida","5400 College Dr, Graceville, Florida","Florida",6205502,213934
132471,"Barry University","11300 NE 2nd Ave, Miami, Florida","Florida",46376973,375266
132602,"Bethune-Cookman University","640 Dr Mary McLeod Bethune Blvd, Daytona Beach, Florida","Florida",28224464,421039
132657,"Lynn University","3601 N. Military Trail, Boca Raton, Florida","Florida",33838815,1112039
132842,"Albizu University-Miami","2173 N.W. 99th Avenue, Miami, Florida","Florida",0,NA
132879,"Johnson University Florida","1011 Bill Beck Blvd, Kissimmee, Florida","Florida",62500,85700
133492,"Eckerd College","4200 54th Ave S, Saint Petersburg, Florida","Florida",60152630,4524068
133526,"Edward Waters University","1658 Kings Rd, Jacksonville, Florida","Florida",3553457,0
133553,"Embry-Riddle Aeronautical University-Daytona Beach","1 Aerospace Blvd., Daytona Beach, Florida","Florida",172693000,6406000
133711,"Flagler College","74 King Street, Saint Augustine, Florida","Florida",109949528,1038318
133809,"Florida College","119 N Glen Arven Ave, Temple Terrace, Florida","Florida",25527621,0
133872,"AdventHealth University","671 Winyah Drive, Orlando, Florida","Florida",0,0
133881,"Florida Institute of Technology","150 West University Boulevard, Melbourne, Florida","Florida",88768227,1033655
133979,"Florida Memorial University","15800 NW 42 Avenue, Miami Gardens, Florida","Florida",6545231,161368
134079,"Florida Southern College","111 Lake Hollingsworth Dr, Lakeland, Florida","Florida",86894959,3981711
134510,"Hobe Sound Bible College","11298 SE Gomez Ave, Hobe Sound, Florida","Florida",447798,0
134945,"Jacksonville University","2800 University Blvd N, Jacksonville, Florida","Florida",54168530,581174
135081,"Keiser University-Ft Lauderdale","1500 NW 49th St., Fort Lauderdale, Florida","Florida",26027370,NA
135364,"Luther Rice College & Seminary","3038 Evans Mill Road, Lithonia, Georgia","Georgia",0,357988
135610,"Trinity International University-Florida","9010 SW 137th Ave, Suite #101, Miami, Florida","Florida",333058,0
135726,"University of Miami","University of Miami, Coral Gables, Florida","Florida",1557113849,66174322
136215,"Nova Southeastern University","3300 S. University Drive, Fort Lauderdale, Florida","Florida",477715148,5165000
136330,"Palm Beach Atlantic University","901 S. Flagler Drive, West Palm Beach, Florida","Florida",58682000,2368000
136701,"Saint Vincent de Paul Regional Seminary","10701 South Military Trail, Boynton Beach, Florida","Florida",29072629,3186688
136774,"Ringling College of Art and Design","2700 North Tamiami Trail, Sarasota, Florida","Florida",57664642,3202414
136950,"Rollins College","1000 Holt Avenue, Winter Park, Florida","Florida",360729000,4448000
137032,"Saint Leo University","33701 County Road 52, Saint Leo, Florida","Florida",68840992,204817
137272,"St. John Vianney College Seminary","2900 SW 87th Ave, Miami, Florida","Florida",5508853,0
137476,"St. Thomas University","16401 NW 37th Ave, Miami Gardens, Florida","Florida",32151453,188001
137546,"Stetson University","421 N Woodland Blvd, DeLand, Florida","Florida",306512317,5008232
137564,"Southeastern University","1000 Longfellow Blvd, Lakeland, Florida","Florida",16500791,442200
137777,"Talmudic College of Florida","4000 Alton Rd, Miami Beach, Florida","Florida",15106386,NA
137801,"Altierus Career College-Tampa","3319 W Hillsborough Ave, Tampa, Florida","Florida",0,NA
137847,"The University of Tampa","401 W Kennedy Blvd, Tampa, Florida","Florida",59401541,2193540
137953,"Trinity Baptist College","800 Hammond Blvd, Jacksonville, Florida","Florida",88861,0
137962,"Trinity College of Florida","2430 Welbilt Boulevard, Trinity, Florida","Florida",0,26486
138275,"Warner University","13895 Hwy 27, Lake Wales, Florida","Florida",1294757,58723
138293,"Webber International University","1201 N Scenic Hwy, Babson Park, Florida","Florida",436863,53072
138600,"Agnes Scott College","141 E. College Ave., Decatur, Georgia","Georgia",210930965,4109550
138761,"Andrew College","501College St, Cuthbert, Georgia","Georgia",8344172,420813
138868,"Point University","507 West 10th Street, West Point, Georgia","Georgia",5777727,31036
138947,"Clark Atlanta University","223 James P Brawley Drive, SW, Atlanta, Georgia","Georgia",84221194,162040
139144,"Berry College","2277 Martha Berry Hwy NW, Mount Berry, Georgia","Georgia",978564201,1870105
139153,"Beulah Heights University","892 Berne St SE, Atlanta, Georgia","Georgia",1,NA
139199,"Brenau University","500 Washington Street SE, Gainesville, Georgia","Georgia",53804727,416527
139205,"Brewton-Parker College","201 David-Eliza Fountain Circle, Mount Vernon, Georgia","Georgia",9585345,3544
139348,"Columbia Theological Seminary","701 S. Columbia Dr, Decatur, Georgia","Georgia",224295070,2528357
139393,"Covenant College","14049 Scenic Highway, Lookout Mountain, Georgia","Georgia",43363592,2163974
139630,"Emmanuel University","181 Spring St, Franklin Springs, Georgia","Georgia",657660,122860
139658,"Emory University","201 Dowman Drive, Atlanta, Georgia","Georgia",10448465000,68554423
139995,"Gupton Jones College of Funeral Service","5141 Snapfinger Woods Dr, Decatur, Georgia","Georgia",0,NA
140146,"Interdenominational Theological Center","700 Martin Luther King Jr Dr SW, Atlanta, Georgia","Georgia",5452279,0
140234,"LaGrange College","601 Broad Street, Lagrange, Georgia","Georgia",52631521,1620697
140252,"Life University","1269 Barclay Circle, Marietta, Georgia","Georgia",2549971,NA
140340,"Herzing University-Atlanta","50 Hurt Plaza SE  Ste. 400, Atlanta, Georgia","Georgia",0,NA
140447,"Mercer University","1501 Mercer University Drive, Macon, Georgia","Georgia",374490580,760044
140553,"Morehouse College","830 Westview Dr SW, Atlanta, Georgia","Georgia",157409574,7989579
140562,"Morehouse School of Medicine","720 Westview Drive, S.W., Atlanta, Georgia","Georgia",124887219,0
140696,"Oglethorpe University","4484 Peachtree Road, NE, Atlanta, Georgia","Georgia",36496183,974375
140720,"Paine College","1235 15th St, Augusta, Georgia","Georgia",12262944,21648
140818,"Piedmont University","1021 Central Ave, Demorest, Georgia","Georgia",56140021,279070
140872,"Reinhardt University","7300 Reinhardt Circle, Waleska, Georgia","Georgia",39232598,467767
140951,"Savannah College of Art and Design","342 Bull St, Savannah, Georgia","Georgia",320897296,647325
140988,"Shorter University","315 Shorter Ave, Rome, Georgia","Georgia",15935909,55866
141060,"Spelman College","350 Spelman Lane SW, Atlanta, Georgia","Georgia",377941509,3196662
141167,"Thomas University","1501 Millpond Rd, Thomasville, Georgia","Georgia",5450677,25761
141185,"Toccoa Falls College","107 Kincaid Drive, Toccoa Falls, Georgia","Georgia",6342368,8697
141237,"Truett McConnell University","100 Alumni Dr, Cleveland, Georgia","Georgia",6466236,45324
141325,"Wesleyan College","4760 Forsyth Road, Macon, Georgia","Georgia",54363838,283359
141361,"Young Harris College","1 College Street, Young Harris, Georgia","Georgia",111669355,4593695
141486,"Chaminade University of Honolulu","3140 Waialae Avenue, Honolulu, Hawaii","Hawaii",19910162,736961
141644,"Hawaii Pacific University","1 Aloha Tower Drive, Honolulu, Hawaii","Hawaii",43568875,555228
142090,"Boise Bible College","8695 W Marigold St, Boise, Idaho","Idaho",1185593,4975
142294,"The College of Idaho","2112 Cleveland Blvd, Caldwell, Idaho","Idaho",100736276,1633644
142461,"Northwest Nazarene University","623 S. University Blvd., Nampa, Idaho","Idaho",62357112,2444877
142522,"Brigham Young University-Idaho","525 S Center, Rexburg, Idaho","Idaho",277896000,2240000
142832,"Adler University","17 North Dearborn Street, Chicago, Illinois","Illinois",2831572,0
142887,"American Academy of Art College","332 S Michigan Ave, Chicago, Illinois","Illinois",0,NA
142957,"American Islamic College","640 W Irving Park RD, Chicago, Illinois","Illinois",0,NA
143048,"School of the Art Institute of Chicago","36 S Wabash, Chicago, Illinois","Illinois",NA,14868000
143084,"Augustana College","639 38th St, Rock Island, Illinois","Illinois",186679134,1779015
143118,"Aurora University","347 S Gladstone Ave, Aurora, Illinois","Illinois",37547911,387855
143233,"Bethany Theological Seminary","615 National Rd W, Richmond, Indiana","Indiana",49679338,574929
143288,"Blackburn College","700 College Ave, Carlinville, Illinois","Illinois",29532490,1748783
143297,"Blessing Rieman College of Nursing and Health Sciences","3609 North Marx Drive, Quincy, Illinois","Illinois",NA,NA
143303,NA,NA,NA,NA,NA
143358,"Bradley University","1501 W BRADLEY AVE, Peoria, Illinois","Illinois",286130948,11111040
143659,"Catholic Theological Union at Chicago","5416 S Cornell Ave, Chicago, Illinois","Illinois",45384516,389920
143853,"Midwestern University-Downers Grove","555 31st Street, Downers Grove, Illinois","Illinois",96522071,387097
143978,"The Chicago School at Chicago","325 N Wells Street, Chicago, Illinois","Illinois",0,3e+06
144014,"Chicago Theological Seminary","1407 E. 60th Street, Chicago, Illinois","Illinois",23509768,371533
144050,"University of Chicago","5801 S Ellis Ave, Chicago, Illinois","Illinois",7648269447,166791680
144281,"Columbia College Chicago","600 South Michigan Ave, Chicago, Illinois","Illinois",275608344,139082
144351,"Concordia University-Chicago","7400 Augusta, River Forest, Illinois","Illinois",25193256,590584
144740,"DePaul University","1 E Jackson Blvd, Chicago, Illinois","Illinois",817113000,40230000
144883,"East-West University","816 S Michigan Ave, Chicago, Illinois","Illinois",11576170,NA
144962,"Elmhurst University","190 Prospect Ave, Elmhurst, Illinois","Illinois",131353465,820675
144971,"Eureka College","300 E. College Avenue, Eureka, Illinois","Illinois",27036687,173891
145275,"Garrett-Evangelical Theological Seminary","2121 Sheridan Road, Evanston, Illinois","Illinois",106800161,3252613
145354,"Graham Hospital School of Nursing","210 W Walnut St, Canton, Illinois","Illinois",NA,NA
145372,"Greenville University","315 E. College Ave., Greenville, Illinois","Illinois",24594959,3298429
145497,"Hebrew Theological College","7135 N Carpenter Rd, Skokie, Illinois","Illinois",NA,222876
145558,"Rosalind Franklin University of Medicine and Science","3333 Green Bay Road, North Chicago, Illinois","Illinois",78895738,462079
145619,"Benedictine University","5700 College Rd, Lisle, Illinois","Illinois",36051435,1772392
145628,"Illinois College of Optometry","3241 S Michigan Ave, Chicago, Illinois","Illinois",53357059,122086
145646,"Illinois Wesleyan University","1312 N Park St, Bloomington, Illinois","Illinois",204627865,4642840
145691,"Illinois College","1101 West College Ave, Jacksonville, Illinois","Illinois",126793916,684192
145725,"Illinois Institute of Technology","10 West 35th Street, Chicago, Illinois","Illinois",259722000,19116000
145886,"Institute for Clinical Social Work","1345 W Argyle Street, Chicago, Illinois","Illinois",665884,0
146339,"Judson University","1151 N State St, Elgin, Illinois","Illinois",4931783,278120
146427,"Knox College","2 E South St, Galesburg, Illinois","Illinois",161056919,2969481
146481,"Lake Forest College","555 N Sheridan Road, Lake Forest, Illinois","Illinois",83888183,1646426
146490,"Lake Forest Graduate School of Management","1905 W. Field Court, Lake Forest, Illinois","Illinois",8663843,NA
146533,"Lakeview College of Nursing","903 N Logan Ave, Danville, Illinois","Illinois",14057322,95766
146612,"Lewis University","One University Parkway, Romeoville, Illinois","Illinois",86993381,926948
146667,"Lincoln Christian University","100 Campus View Drive, Lincoln, Illinois","Illinois",8154298,109682
146676,NA,NA,NA,21053451,389831
146719,"Loyola University Chicago","1032 W. Sheridan Rd, Chicago, Illinois","Illinois",811733903,23598159
